id,question,A,B,C,D,E,answer,category,macro category
367,"in base alle attuali linee guida internazionali, qual'e' il trattamento da utilizzare nei pazienti con embolia polmonare?","eparina a basso peso molecolare con successiva embricazione della terapia anticoagulante orale, da proseguire per almeno sei mesi",eparina a basso molecolare fino alla completa canalizzazione dei vasi venosi polmonari,terapia anticoagulante orale per il mese successivo all'evento,aspirina in associazione al clopidogrel,terapia endovenosa con eparina non frazionata da sostituire ad una settimana dall'evento con aspirina,A,Area Preclinica 2016,farmacologia
368,quali tra questi farmaci beta-bloccanti viene considerato come cardio-selettivo:,pindololo,nebivololo,sotalolo,carvedilolo,atenololo,B,Area Preclinica 2016,farmacologia
378,quale tra queste affermazioni riguardante i fluorochinoloni non è vera?,sono antibiotici concentrazione dipendente,sono attivi contro i gram negativi,hanno una buona biodisponibilità orale,sono controindicati in età pediatrica,sono indicati nelle infezioni del tratto genito-urinario,B,Area Preclinica 2016,farmacologia
381,qual è il meccanismo d'azione della venlafaxina?,blocco dei recettori d2 e 5ht2,blocco dei recettori &#61537;2 sul terminale noradrenergico e sul neurone serotoninergico,inibizione selettiva della ricaptazione della serotonina,"blocco dei recettori &#945;1, h1, m1",inibizione della ricaptazione della serotonina e della noradrenalina,E,Area Preclinica 2016,farmacologia
486,qual'è il precursore dell'ossido nitrico che si forma negli organismi superiori?,dall'arginina,dall'epsilon aminogruppo della lisina,dagli aminoacidi diamino-monocarbossilici,da alcune particolari proteine endocellulari,dalla ossidazione dell'azoto ureico,A,Area Preclinica 2016,fisiologia
657,in quale processo gioca un ruolo essenziale la vitamina k?,prevenire le trombosi,biosintesi della protrombina e della proconvertina,mentenimento dell' integrita' della retina,prevenire la stasi biliare,trasporto di elettroni,B,Area Preclinica 2016,fisiologia
669,"riguardo agli scambi di liquido tra capillari e tessuti interstiziali, quale delle seguenti affermazioni e' falsa:",gli scambi di liquido tra capillari e tessuti interstiziali dipendono dalle pressioni idrostatiche ed osmotiche di sangue ed interstizio,il plasma ed il liquido interstiziale differiscono solo nella loro concentrazione proteica,il flusso netto dipende dalla presenza di trasportatori di membrana,il flusso netto dipende dalla resistivita' della membrana che e' indice della facilita' con cui i liquidi attraversano la membrana,gli scambi dipendono dalle pressioni che promuovono i flussi in filtrazione ed in assorbimento,D,Area Preclinica 2016,fisiologia
831,quale delle seguenti situazioni è principalmente responsabile per la quota di estradiolo circolante nel uomo?,secrezione dalle cellule di leydig,secrezione dalle cellule del sertoli,azione dell'aromatasi sui livelli circolanti degli androgeni,azione dell'aromatasi sui livelli circolanti degli estrogeni,secrezione dallo strato interno (reticularis) della corteccia surrenalica,C,Area Preclinica 2016,fisiologia
1076,"conoscendo il volume telediastolico, possiamo calcolare il volume di eiezione ventricolare sapendo:",la frequenza cardiaca,la contrattilita' ventricolare,il volume telesistolico,il postcarico,il ritorno venoso,A,Area Preclinica 2016,fisiologia
1104,l'aria dell'encefalo importante per la postura:,corteccia motoria,nuclei della base,tronco dell'encefalo,cervelletto,sistema limbico,C,Area Preclinica 2016,fisiologia
1116,quali delle seguenti cellule del pancreas secernano somatostatina:,cellule alfa,cellule acinose,cellule dei dotti,cellule d,cellule beta,D,Area Preclinica 2016,fisiologia
1123,nel corso delle contrazioni muscolari:,i filamenti spessi si contraggono,i filamenti sottili si contraggono,la banda a si accorcia,la banda i si accorcia,la stria m si accorcia,C,Area Preclinica 2016,fisiologia
1148,"la renina svolge la sua azione a livello di tutte le seguenti strutture, tranne :",la muscolatura striata delle arterie,il tessuto elastico della capsula di bowman,le cellule iuxtaglomerulari,la muscolatura liscia delle arteriole,follicoli tiroidei,E,Area Preclinica 2016,fisiologia
1155,per quale delle seguenti caratteristiche il nodo seno-atriale è il normale pacemaker del cuore rispetto al nodo atrio-ventricolare?,la sua posizione,la sua attività autogena di scarica,la sua innervazione,la sua frequenza di scarica intrinseca,l'ampiezza del suo potenziale d'azione,B,Area Preclinica 2016,fisiologia
1164,quali elementi vengono alterati dal blocco dell'attività dell'anidrasi carbonica a livello delle cellule dei tubuli renali?,aminoacidi,acido lattico,acqua,bicarbonati,carboidrati,B,Area Preclinica 2016,fisiologia
1177,l'amp ciclico esercita i suoi effetti mediante l'attivazione di un enzima della classe delle:,proteina chinasi a,proteina chinasi b,proteina chinasi c,proteina tirosin-chinasi,caspasi,A,Area Preclinica 2016,fisiologia
1228,l'adrenalina determina uno degli effetti farmacologici appresso indicati. indicare quale,ipoglicemia,iperglicemia,riduzione dei valori della pressione arteriosa sistolica,bradicardia,broncocostrizione,B,Area Preclinica 2016,fisiologia
1243,"un figlio di genitori consanguinei, rispetto a un figlio di genitori non imparentati, ha maggiori probabilità di:",avere figli malati,essere affetto da morbo di cooley,essere affetto da sindrome di down,essere affetto da distrofia muscolare di duchenne,essere affetto da corea di huntington,B,Area Preclinica 2016,fisiologia
1250,i figli di una coppia di primi cugini sani hanno un rischio aumentato di essere affetti da:,patologie cromosomiche,patologie mendeliane di tipo autosomico recessivo,patologie mendeliane di tipo autosomico dominante,infertilità primaria,patologie mitocondriali,B,Area Preclinica 2016,fisiologia
1257,"la relazione che esiste tra i geni ab0 e i geni h si riflette sull'espressione dei gruppi sanguigni sui globuli rossi nel modo seguente: con genotipo hh o hh, i geni a e b producono i gruppi a, b e ab mentre, con il genotipo hh, producono il gruppo o. e' questo un esempio di:",dominanza completa.,codominanza.,dominanza incompleta.,epistasi.,nessuna delle risposte date,D,Area Preclinica 2016,fisiologia
1284,"la fibrosi cistica e' una malattia autosomica recessiva con un'incidenza di 1/2500 nella popolazione. quale e' la frequenza, nella stessa popolazione, dei portatori sani (eterozigoti) di mutazioni che, in omozigosi, causano questa malattia?",con i dati disponibili non si puo' calcolare,1/2,1/4,1/25,1/50,D,Area Preclinica 2016,fisiologia
1316,"qual e' il rischio per una donna fenotipicamente sana e il cui padre e' affetto da emofilia a (malattia recessiva, legata al cromosoma x) di avere un figlio affetto dalla stessa malattia del nonno?",100%,75%,50%,25%,uguale a quella della popolazione,D,Area Preclinica 2016,fisiologia
1358,"un uomo di 48 anni al termine di un viaggio in corriera da parigi a roubaix per una strada tradizionale ad acciotolato, all'arrivo in albergo, manifesta dolore a sede lombo-iliaca sinistra, molto intenso, continuo con parossismi, irradiato anteriormente e medialmente fino allo scroto ed alla radice della coscia di sinistra con eliminazione di poca urina molto densa. qual è il primo sospetto diagnostico ?",diverticolite del colon discendente,colica renale sinistra,diverticolite di meckel,ipertrofia prostatica benigna,ca. del retto,B,Area Preclinica 2016,fisiologia
1389,"una ipoalbuminemia selettiva puo' essere dovuta a tutte le seguenti affermazioni, tranne:",ad eccessiva perdita di albumina con le urine o con le feci,ad un carente apporto di materiali sui quali effettuare la sintesi dell'albumina selettiva,ad una alterata sintesi proteica per eccesso di globulinopoiesi,glomorulonefrite,enteropatia essudativa,D,Area Preclinica 2016,fisiologia
1430,l'assenza del riflesso corneale puo' essere associata ad una lesione:,del iii° nervo cranico,del sistema afferente del vii° nervo cranico,del ii° nervo cranico,del tratto ottico,del sistema afferente del v° nervo cranico,E,Area Preclinica 2016,fisiologia
1514,che cosa significa disfagia?,deglutizione dolorosa,rigurgito di cibo,sensazione di difficoltà al transito del cibo in faringe od in esofageo,impossibilità a deglutire i cibi solidi,senso di ripulsa per determinati cibi,C,Area Preclinica 2016,fisiologia
1532,la presenza di fischi all'auscultazione del torace e' caratteristica di:,broncostenosi,brochiectasie,edema interstiziale,edema alveolare,pneumotorace,A,Area Preclinica 2016,fisiologia
1558,l'ipofisi posteriore produce tutti i seguenti tranne,tsh,ossitocina,adh,lh,angiotensina,E,Area Preclinica 2016,fisiologia
1561,gli esami di laboratorio per la valutazione della funzione tiroidea comprendono tutti i seguenti parametri tranne:,dosaggio tsh,dosaggio frazioni libere ft3-ft4,dosaggio anticorpi antitireoglobulina,dosaggio antocorpi antitireoperossidasi,dosaggio fsh,E,Area Preclinica 2016,fisiologia
1671,tutte le seguenti affermazioni riguardo alle vertebre cervicalisono corrette tranne:,ogni processo traverso ha un forame,l'atlante non ha il corpo né il processo spinoso,nessuno dei processi spinosi può essere palpato,la maggior parte delle vertebre cervicali ha processi spinosi bifidi,esiste una articolazione sinoviale (diartrosi) tra il dente dell'epistrofeo e l'arco anteriore dell'atlante,C,Area Preclinica 2016,morfologia
1682,le ovaje sono situate:,nella piccola pelvi davanti alla articolazione sacro-iliaca,nella grande pelvi,nel pavimento della piccola pelvi,davanti alla vescica urinaria,nella grande pelvi in posizione retroperitoneale,A,Area Preclinica 2016,morfologia
1746,quali delle seguenti strutture possono essere compresse da una massa occupante spazio dell'apice polmonare:,"l'a. succlavia, la v. succlavia ed il plesso brachiale",la v. succlavia ed il plesso brachiale,l'a. succlavia ed il plesso brachiale,l'a. ascellare ed il plesso brachiale,l'a. succlavia ed il plesso cervicale,C,Area Preclinica 2016,morfologia
1773,"l'arteria femorale profonda, decorre:",nella regione anteriore della coscia,nella regione posteriore della coscia,nella regione laterale della coscia,nella regione otturatoria,in modo quanto mai incostante,C,Area Preclinica 2016,morfologia
1788,la tunica albuginea riveste ...?,testicolo,epididimo,scroto,cordone ombelicale,uretere,D,Area Preclinica 2016,morfologia
1789,qual'e' il legamento teso tra il contorno del foro occipitale e l'atlante,la membrana tettoria,il legamento giallo,il legamento dell'apice del dente,il legamento trasverso dell'atlante,la membrana atlanto-occipitale,C,Area Preclinica 2016,morfologia
1850,le cellule pancreatiche secernenti glucagone sono:,celllule alfa,cellule beta,cellule gamma,cellule g,nessuna delle citate,A,Area Preclinica 2016,morfologia
1860,quale tra i seguenti ormoni interviene nella regolazione del metabolismo del calcio:,progesterone,paratormone,prolattina,lh,testosterone,B,Area Preclinica 2016,morfologia
1887,la gametogenesi da ormone lh si oserva:,durante la vita fetale,alla nascita,alla pubertà,ciclicamente dalla nascita alla pubertà,ciclicamente dalla pubertà alla menopausa,E,Area Preclinica 2016,morfologia
1938,quale tra le seguenti non è una caratteristica delle esotossine?,"sono prodotte ad alcuni batteri gram-positivi e, talvolta, anche dalle specie gram - negative",hanno azione tossica più potente di quella delle endotossine,il loro potere tossico è neutralizzato dall' anticorpo corrispondente,sono di natura lipopolisaccaridica,la loro potenza è variabile a seconda delle specie animali in cui sono saggiate,E,Area Preclinica 2016,patologia
2008,quale di queste è una caratteristica dei micoplasmi?,richiedono un' atmosfera arricchita in ossigeno,hanno dimensioni simili alle cellule eucaristiche,grande invasività del circolo ematico,assenza della componente peptidoglicanica negli involucri ester,un indice tas molto elevato,D,Area Preclinica 2016,patologia
2020,"ttutte le seguenti funzioni biologiche mediate dal complemento proposte sono corrette,tranne:",induzione di lisi osmotica,generazione di anafilotossine,chemiotassi dei neutrofili,induzione di morte cellulare per apoptosi,opsonizzazione e fagocitosi di microorganismi,D,Area Preclinica 2016,patologia
2053,il microrganismo che provoca la malattia del sonno è in possesso di quale delle seguenti caratteristiche?,un ciliato,un sarcodino,un flagellato,un protozoo,uno sporozoo,C,Area Preclinica 2016,patologia
2156,la pervieta' del forame ovale e' la forma piu' comune di difetto:,interatriale,interventricolare,del dotto arterioso,del sptum trunci,valvolare primitivo,A,Area Preclinica 2016,patologia
2162,"quale delle seguenti affermazioni riguardati il prodotto del gene p53, è corretta?",attiva la trascrizione di enzimi coinvolti nella sintesi degli ormoni steroidei,si trova solo sul cromosoma y,gioca un ruolo fondamentale nell'arresto del ciclo cellulare e nell'apoptosi,e' un oncogene,e' il principale responsabile del linfoma di burkitt,C,Area Preclinica 2016,patologia
2169,"tra le soluzioni proposte, che cosa è indispensabile per la riparazione di una ferita?",buona gittata cardiaca,margini netti della ferita,partecipazione dei linfociti,edema ed eritema minimi,formazione del tessuto di granulazione,B,Area Preclinica 2016,patologia
2176,qual'è la lesione piu' strettamente associata con l' ipertensione?,l' aterosclerosi,l' arterite,la flebite,la calcificazione mediale,arteriolosclerosi,E,Area Preclinica 2016,patologia
2211,quale tipo di immunoglobuline si trova in maggiore concentrazione nel siero di in individuo normale?,igm,igg,ine,iga,igd,B,Area Preclinica 2016,patologia
2235,qual'è la caratteristica principale della dopamina?,una proteina,un precursore della noradrenalina,un lipide,una molecola carboidratica complessa,un aminoacido ramificato,B,Area Preclinica 2016,patologia
2286,qual'è sede piu' frequente dei diverticoli intestinali?,duodeno,cieco,appendice cecale,retto,sigma,E,Area Preclinica 2016,patologia
2433,la tossiemia e':,la presenza di focolai infettivi e di germi non solo in circolo ma anche in vari organi e tessuti,la presenza di batteri in circolo senza manifestazioni cliniche,la presenza di un elevato tasso di tossine in circolo,la presenza di batteri e delle loro tossine in circolo con manifestazioni cliniche,una flogosi acuta da germi gram-negativi,B,Area Preclinica 2016,patologia
2443,per memoria immunologia si intende:,attivazione delle cellule fagocitarie che devono ingerire i microrganismi infettanti,cambiamenti che avvengono nelle risposte immunitarie adattative nelle successive esposizioni agli antigeni,reazione costante della risposta immunologia innata ad un particolare microbo,riconoscimento dei profili molecolari associati al patogeno da parte dei recettori di riconoscimento del profilo,stimolare una cellula ospite anomala con un numero ridotto di molecole mhc di classe i a commettere il proprio suicidio,B,Area Preclinica 2016,patologia
2462,la capacita' delle cellule tumorali di eludere il sistema immunitario e' testimoniata da uno dei seguenti meccanismi:,sottoregolazione dell'espressione di molecole mhc classe i da parte delle cellule tumorali,maggior produzione del fattore di necrosi tumorale da parte dei macrofagi,inibizione della proliferazione di cellule tumorali mediata da interferone-gamma,produzione di anticorpi diretti contro gli antigeni tumore-specifici,stimolazione dell'apoptosi di cellule tumorali dovuta ad una maggiore espressione di bax,A,Area Preclinica 2016,patologia
2467,"a livello del tubulo distale, in caso di acidosi, come meccanismo di compenso si osserva:",eliminazione di h+ e conseguentemente anche di k+,eliminazione di h+ e conseguente trattenimento di k+,trattenimento di h+ e conseguente eliminazione di k+,trattenimento di h+ e conseguente trattenimento di k+,trattenimento di oh- e conseguente trattenimento di na+,B,Area Preclinica 2016,patologia
2472,una delle seguenti affezioni permette diagnosi di aids conclamata:,linfoadenopatia cronica generalizzata,candidosi orale,dermatite seborroica,linfogranuloma inguinale,polmonite da pneumocystis carinii,B,Area Preclinica 2016,patologia
2477,la febbre nella brucellosi e':,continuad,remittente,subcontinua,ondulante,intermittente,D,Area Preclinica 2016,patologia
2483,il riscontro casuale di una glicemia a digiuno superiore a 140 mg/dl in un soggetto che non consuma farmaci:,è sufficiente per fare diagnosi certa di diabete,non è sufficiente per fare diagnosi certa di diabete,vi induce a fare un'anamnesi accurata delle abitudini alimentari del paziente,richiedete una curva da carico di glucosio,fate ripetere l'esame a distanza di 1 mese,A,Area Preclinica 2016,patologia
2495,qual è la metodica più utilizzata per il dosaggio delle igm e igg nella diagnosi di tubercolosi?,test immunoenzimatico,elisa,test di fissazione del complemento,elettroforesi,test qualitativo,A,Area Preclinica 2016,patologia
2503,"la sindrome clinica caratterizzata da diarrea acquosa, ipocaliemia e acloridria è normalmente sostenuta da?",carcinoidi,tumori a cellule delta del pancreas,lipomi,feocromocitomi,gastronomi,C,Area Preclinica 2016,patologia
2564,il tempo di protrombina (pt o tempo di quick) valuta:,la via estrinseca e comune della coagulazione,la via estrinseca della coagulazione,la via intrinseca e comune della coagulazione,la via comune della coagulazione,il numero di piastrine,A,Area Preclinica 2016,patologia
2591,una caratteristica dell' insufficienza cardiaca sinistra e':,necrosi centrolobulare del fegato,presenza di macrofagi pieni di emosiderina negli alveoli polmonari,ascite,trasudazione intra-alveolare,ipertrofia del ventricolo sinistro,D,Area Preclinica 2016,patologia
2602,una meningite con prevalenza dei linfociti nel liquor fa pensare in primo luogo ad un'infezione da:,haemophilus influienzae,neisseria meningitidis,stafilococco aureo,diplococco pneumonite,mycobacterium tubercolosis,E,Area Preclinica 2016,patologia
2613,nello shock ipovolemico la piu' temibile complicanza in presenza di un' insufficienza cardiaca acuta e':,edema polmonare acuto,fegato da stasi,oliguria,arresto cardiaco,fibrillazione atriale,A,Area Preclinica 2016,patologia
2614,non e' una complicanza della circolazione extracorporea:,sindrome da bassa gittat,aritmie cardiache,insufficienza respiratoria,ipercoagulabilita' ematica,oliguria,D,Area Preclinica 2016,patologia
2643,la steatosi epatica ha un aumentata incidenza in tutti queste condizioni tranne:,alcolisti,obesi,pazienti con bypass digiuno-ileali,colecistectomizzati,pazienti in nutrizione parenterale,D,Area Preclinica 2016,patologia
2675,dopo quante ore dall'ischemia comincia ad evidenziarsi la necrosi del miocardio ?,2-4 ore,4-10 ore,10-18 ore,18-30 ore,30-50 ore,D,Area Preclinica 2016,patologia
2691,la cardiomiopatia ipertrofica compromette soprattutto:,il funzionamento del sistema di conduzione,il riempimento diastolico,il funzionamento delle valvole av,l'efficacia sistolica,l'irrorazione coronarica,B,Area Preclinica 2016,patologia
2715,"per quanto riguarda gli istotipi del carcinoma di cellule renali, tutte le affermazioni sono esatte tranne:",carcinoma cromofobo,carcinoma a cellule chiare,carcinoma di epitelio transizionale,carcinoma dei dotti collettori,carcinosarcoma,C,Area Preclinica 2016,patologia
2723,tutte le seguenti caratteristiche della malattia di crohn sono esatte tranne:,l'iteressamento intestinale è discontinuo,la flogosi è transmurale,può essere colpito lo stomaco,le fistole sono comuni tranne che in sede anorettale,si formano aderenze fra anse intestinali,D,Area Preclinica 2016,patologia
2772,la poliposi adenomatosa familiare (fap) è:,una sindroma tumorale ereditaria autosomica recessiva con delezione del gene apc,una sindrome tumorale ereditaria autosomica dominante con mutazioni del gene apc,una malattia ereditaria legata al cromosoma x,una malattia autosomica dominante con instabilità dei microsatelliti,una variante della sindrome di lynch,B,Area Preclinica 2016,patologia
2801,"tutte le seguenti affermazioni sulla pancreatite cronica sono corrette, tranne:",si associa a fibrosi pancreatica;,si associa a calcoli dei dotti pancreatici;,presenta elevato rischio di carcinoma;,si associa a steatonecrosi focale,presenta frequenti dilatazioni dei dotti pancreatici.,C,Area Preclinica 2016,patologia
2812,quale delle seguenti alterazioni non fa parte dello spettro delle lesioni istologiche osservabili nella malattia celiaca?,atrofia dei villi del tenue,aumento del numero dei linfociti t intrepiteliali nel tenue,aumento del numero dei linfociti b intrepiteliali,alterazioni citopatiche degli enterociti,colite linfocitaria,C,Area Preclinica 2016,patologia
2904,"tutte le seguenti affermazioni sull'eutanasia sono corrette, tranne:",il medico può effettuare o favorire trattamenti diretti a procurare la morte solo su richiesta ripetuta del malato,il medico può effettuare o favorire trattamenti diretti a provocare la morte solo in caso di pazienti non coscienti su esplicita richiesta del parente più prossimo,non praticare sempre e comunque tutte le cure possibili in qualsiasi condizione clinica equivale all'eutanasia,il medico anche su esplicita richiesta di paziente cosciente non deve effettuare o favorire trattamenti diretti a provocare la morte,"il medico può effettuare o favorire trattamenti diretti a provocare la morte di pazienti non coscienti solo se è presente una indicazione scritta dal paziente, stesa quando era ancora cosciente",D,Area Preclinica 2016,prevenzione e deontologia medica
2928,se il cittadino richiede il rilascio di un certificato relativo al suo stato di salute: (art. 24),il medico non può rifiutare il rilascio,il medico può rilasciare un certificato solo previo pagamento,il medico deve rilasciare solo i certificati per uso fiscale,può rilasciarlo solo se autorizzato dal garante per la privacy,può rilasciarlo solo se cura il paziente da almeno un anno,A,Area Preclinica 2016,prevenzione e deontologia medica
2933,"in caso di intervento chirurgico su minore, relativamente al consenso informato all'intervento quale delle seguenti affermazioni è vera ? (art.35 del cdm 2014)",è sufficiente il consenso del minore,bisogna tener in considerazione le opinioni del minore in tutti i processi decisionali che lo riguadano ma è necessario il consenso del rappresentante legale,se il rappresentante legale nega il consenso il medico non può intervenire anche in emergenza,in caso di opposizione del legale rappresentante al trattamento necessario il medico non ha più alcun potere di intervenire,in caso di opposizione del legale rappresentante al trattamento necessario il medico non è tenuto ad informare l'autorità giudiziaria,B,Area Preclinica 2016,prevenzione e deontologia medica
2938,il codice deontologico nell'esprimersi su pratiche mediche definite non convenzionali puntualizza alcuni principi. tutti i seguenti sono previsti nel codice deontologico tranne: (art.15 cdm 2014),il medico che le pratica ne prende diretta e non delegabile responsabilità professionale,qualsiasi terapia non convenzionale non deve sottrarre al cittadino a trattamenti di provata efficacia,per effettuare terapia non convenzionale bisogna essere autorizzati dall'ordine dei medici,qualsiasi terapia non può sottrarre dall'applicazione del consenso,e' vietato per un medico collaborare con chi esercita abusivamente la professione anche nel settore delle cosiddette pratiche alternative,C,Area Preclinica 2016,prevenzione e deontologia medica
2940,il medico deve astenersi dall'ostinazione in trattamenti non proporzionati (art. 16 cdm 2014),quando non si possono attendere benefici per la salute e/o miglioramenti della qualità della vita,quando i trattamenti sono eccessivamente costosi,quando gli effetti collaterali dei farmaci non sono prevedibili,quando non vi è un pare positivo unanime nella parentela di i grado,quando le terapie prescrivibili sono di difficile reperimento,A,Area Preclinica 2016,prevenzione e deontologia medica
2944,"qualora si verificasse un contrasto tra le norme del codice deontologico e le norme interne all'ente da cui dipende ,il medico (art.68 cdm 2014)",deve chiedere l'intervento dell' ordine dei medici,deve chiedere l'intervento dell'ordine solo se dipendente da ente pubblico,non può rivolgersi all' ordine dei medici essendo vigenti le norme dell'ente,in attesa della soluzione della vertenza può sempre interrompere il servizio,è opzionale chiedere interventi esterni all'ente,A,Area Preclinica 2016,prevenzione e deontologia medica
3041,il compenso del medico (art.52):,deve essere subordinato ai risultati delle prestazioni effettuate,deve essere concordato preventivamente col paziente,deve rispettare i limiti minimi ma non i massimi stabiliti dall'ordine provinciale,il medico non può prestare gratuitamente la sua opera,le tariffe di ciascun medico devono essere pubblicate sul bollettino regionale,B,Area Preclinica 2016,prevenzione e deontologia medica
3076,la ricerca scientifica: (art.45),si avvale della sperimentazione sull'animale ma non sull'uomo,si avvale della sperimentazione sull'uomo ma non sull'animale,solo in laboratorio si avvale della sperimentazione sull'animale e sull'uomo,si avvale della sperimentazione,non si avvale della sperimentazione,C,Area Preclinica 2016,prevenzione e deontologia medica
3079,"il medico, alla morte del paziente, rispetto al segreto professionale (art. 10 del c.d.):",è tenuto ugualmente al segreto,può esimersi dal segreto solo per i familiari di primo grado,deve esimersi dal segreto per l'autorità giudiziaria,non è più tenuto al segreto,non più è tenuto al segreto solo per il figlio maggiore,A,Area Preclinica 2016,prevenzione e deontologia medica
3183,la ricetta medica ripetibile:,è compilata dal medico più volte,è valida per un anno,è sempre valida,è valida per non più di due volte,ha un periodo di validità di tre mesi,E,Area Preclinica 2016,prevenzione e deontologia medica
3219,i presidi ospedalieri sono:,tutti gli ospedali con almeno 150 posti letto,ospedali integrati alla usl ma con autonomia economico-finanziaria,ospedali in cui insiste la prevalenza del percorso formativo del triennio clinico della facolta' di medicina,ospedali gestiti da privati,ospedali di rilievo nazionale e di alta specializzazione,B,Area Preclinica 2016,prevenzione e deontologia medica
3227,tutte le seguenti affermazioni sull'epatite a sono esatte eccetto:,e' una tipica malattia a trasmissione feco-orale,le sorgenti di infezioni sono l'uomo e gli animali malati,"in italia, ci sono state epidemie anche recenti che hanno interessato soprattutto la puglia","i principali fattori di rischio per la malattia sono il consumo di mitili, i viaggi, il contatto con altri casi o con acqua contaminata","non esistendo alcun vaccino, la principale prevenzione consiste nell'attuazione di norme igieniche generali",B,Area Preclinica 2016,prevenzione e deontologia medica
3251,quale dei seguenti vaccini viene somministrato obbligatoriamente in italia a tutti i nuovi nati ?,antiinfluenzale,antiparotite,antipertossico,antiepatite a,nessuna delle risposte indicate,E,Area Preclinica 2016,prevenzione e deontologia medica
3301,il dipartimento di prevenzione (o di sanita' pubblica):,e' una struttura autonoma direttamente gestita dalle regioni che si occupa di tutela della salute collettiva,e' struttura operativa dell'usl che garantisce la tutela della salute collettiva,e' una struttura di rilievo nazionale che si occupa di salute pubblica e protezione dell'ambiente,e' ente senza autonomia organizzativa e contabile che emana ordinanze in materia di igiene e sanita',e' stato abolito dal d.lgs. 502/92 e successive modifiche,B,Area Preclinica 2016,prevenzione e deontologia medica
149,"le seguenti caratteristiche sono proprie dei farmaci ""generici"" tranne:",sono prodotti industrialmente.,sono utili per molteplici patologie in quanto non specifici.,sono bioequivalenti rispetto alla specialità di riferimento.,non sono protetti da brevetto.,sono senza obbligo di prescrizione.,C,Area Preclinica 2017,farmacologia
1779,qual'e' il legamento teso tra il contorno del foro occipitale e l'atlante,la membrana tettoria,il legamento giallo,il legamento dell'apice del dente,il legamento trasverso dell'atlante,la membrana atlanto-occipitale,E,Area Preclinica 2017,morfologia
2490,"la sindrome clinica caratterizzata da diarrea acquosa, ipocaliemia e acloridria è normalmente sostenuta da?",carcinoidi,tumori a cellule delta del pancreas,lipomi,feocromocitomi,gastronomi,B,Area Preclinica 2017,patologia
2551,il tempo di protrombina (pt o tempo di quick) valuta:,la via estrinseca e comune della coagulazione,la via estrinseca della coagulazione,la via intrinseca e comune della coagulazione,la via comune della coagulazione,il numero di piastrine,B,Area Preclinica 2017,patologia
54,quale tra i seguenti termini non viene utilizzato per indicare un disturbo causato da un medicinale in un determinato individuo?,adverse drug reaction.,segnale.,evento avverso.,reazione avversa.,disturbo iatrogeno.,B,Area Preclinica 2019,farmacologia
135,la somministrazione di aminofillina endovena non causa:,vertigini,ipertensione,precordialgia,cefalea,nausea,B,Area Preclinica 2019,farmacologia
