id1,id2,category1,category2,c1,c2,question1,question2,similarity
2944,2928,Area Preclinica 2016,Area Preclinica 2017,"qualora si verificasse un contrasto tra le norme del codice deontologico e le norme interne all'ente da cui dipende ,il medico (art.68 cdm 2014) deve chiedere l'intervento dell' ordine dei medici deve chiedere l'intervento dell'ordine solo se dipendente da ente pubblico non può rivolgersi all' ordine dei medici essendo vigenti le norme dell'ente in attesa della soluzione della vertenza può sempre interrompere il servizio è opzionale chiedere interventi esterni all'ente","qualora si verificasse un contrasto tra le norme del codice deontologico e le norme interne all'ente da cui dipende ,il medico (art.68 cdm 2014): deve chiedere l'intervento dell' ordine dei medici deve chiedere l'intervento dell'ordine solo se dipendente da ente pubblico non può rivolgersi all' ordine dei medici essendo vigenti le norme dell'ente in attesa della soluzione della vertenza può sempre interrompere il servizio è opzionale chiedere interventi esterni all'ente","qualora si verificasse un contrasto tra le norme del codice deontologico e le norme interne all'ente da cui dipende ,il medico (art.68 cdm 2014)","qualora si verificasse un contrasto tra le norme del codice deontologico e le norme interne all'ente da cui dipende ,il medico (art.68 cdm 2014):",1.0000000000000002
1860,1850,Area Preclinica 2016,Area Preclinica 2017,quale tra i seguenti ormoni interviene nella regolazione del metabolismo del calcio: progesterone paratormone prolattina lh testosterone,quale tra i seguenti ormoni interviene nella regolazione del metabolismo del calcio? progesterone paratormone prolattina lh testosterone,quale tra i seguenti ormoni interviene nella regolazione del metabolismo del calcio:,quale tra i seguenti ormoni interviene nella regolazione del metabolismo del calcio?,1.0000000000000002
2211,2190,Area Preclinica 2016,Area Preclinica 2019,quale tipo di immunoglobuline si trova in maggiore concentrazione nel siero di in individuo normale? igm igg ine iga igd,quale tipo di immunoglobuline si trova in maggiore concentrazione nel siero di un individuo normale? igm igg ine iga igd,quale tipo di immunoglobuline si trova in maggiore concentrazione nel siero di in individuo normale?,quale tipo di immunoglobuline si trova in maggiore concentrazione nel siero di un individuo normale?,1.0000000000000002
2235,2214,Area Preclinica 2016,Area Preclinica 2018,qual'è la caratteristica principale della dopamina? una proteina un precursore della noradrenalina un lipide una molecola carboidratica complessa un aminoacido ramificato,qual è la caratteristica principale della dopamina? una proteina un precursore della noradrenalina un lipide una molecola carboidratica complessa un aminoacido ramificato,qual'è la caratteristica principale della dopamina?,qual è la caratteristica principale della dopamina?,1.0000000000000002
2503,2490,Area Preclinica 2016,Area Preclinica 2017,"la sindrome clinica caratterizzata da diarrea acquosa, ipocaliemia e acloridria è normalmente sostenuta da? carcinoidi tumori a cellule delta del pancreas lipomi feocromocitomi gastronomi","la sindrome clinica caratterizzata da diarrea acquosa, ipocaliemia e acloridria è normalmente sostenuta da? carcinoidi tumori a cellule delta del pancreas lipomi feocromocitomi gastronomi","la sindrome clinica caratterizzata da diarrea acquosa, ipocaliemia e acloridria è normalmente sostenuta da?","la sindrome clinica caratterizzata da diarrea acquosa, ipocaliemia e acloridria è normalmente sostenuta da?",1.0000000000000002
2286,2265,Area Preclinica 2016,Area Preclinica 2018,qual'è sede piu' frequente dei diverticoli intestinali? duodeno cieco appendice cecale retto sigma,qual è la sede piu' frequente dei diverticoli intestinali? duodeno cieco appendice cecale retto sigma,qual'è sede piu' frequente dei diverticoli intestinali?,qual è la sede piu' frequente dei diverticoli intestinali?,1.0
54,54,Area Preclinica 2016,Area Preclinica 2019,quale tra i seguenti termini non viene utilizzato per indicare un disturbo causato da un medicinale in un determinato individuo? adverse drug reaction. segnale. evento avverso. reazione avversa disturbo iatrogeno.,quale tra i seguenti termini non viene utilizzato per indicare un disturbo causato da un medicinale in un determinato individuo? adverse drug reaction. segnale. evento avverso. reazione avversa. disturbo iatrogeno.,quale tra i seguenti termini non viene utilizzato per indicare un disturbo causato da un medicinale in un determinato individuo?,quale tra i seguenti termini non viene utilizzato per indicare un disturbo causato da un medicinale in un determinato individuo?,1.0
2462,2450,Area Preclinica 2016,Area Preclinica 2017,la capacita' delle cellule tumorali di eludere il sistema immunitario e' testimoniata da uno dei seguenti meccanismi: sottoregolazione dell'espressione di molecole mhc classe i da parte delle cellule tumorali maggior produzione del fattore di necrosi tumorale da parte dei macrofagi inibizione della proliferazione di cellule tumorali mediata da interferone-gamma produzione di anticorpi diretti contro gli antigeni tumore-specifici stimolazione dell'apoptosi di cellule tumorali dovuta ad una maggiore espressione di bax,la capacita' delle cellule tumorali di eludere il sistema immunitario e' testimoniata da uno dei seguenti meccanismi: sottoregolazione dell'espressione di molecole mhc di classe i da parte delle cellule tumorali maggior produzione del fattore di necrosi tumorale da parte dei macrofagi inibizione della proliferazione di cellule tumorali mediata da interferone-gamma produzione di anticorpi diretti contro gli antigeni tumore-specifici stimolazione dell'apoptosi di cellule tumorali dovuta ad una maggiore espressione di bax,la capacita' delle cellule tumorali di eludere il sistema immunitario e' testimoniata da uno dei seguenti meccanismi:,la capacita' delle cellule tumorali di eludere il sistema immunitario e' testimoniata da uno dei seguenti meccanismi:,1.0
2483,2470,Area Preclinica 2016,Area Preclinica 2017,il riscontro casuale di una glicemia a digiuno superiore a 140 mg/dl in un soggetto che non consuma farmaci: è sufficiente per fare diagnosi certa di diabete non è sufficiente per fare diagnosi certa di diabete vi induce a fare un'anamnesi accurata delle abitudini alimentari del paziente richiedete una curva da carico di glucosio fate ripetere l'esame a distanza di 1 mese,il riscontro casuale di una glicemia a digiuno superiore a 140 mg/dl in un soggetto che non consuma farmaci: è sufficiente per fare diagnosi certa di diabete non è sufficiente per fare diagnosi certa di diabete vi induce a fare un'anamnesi accurata delle abitudini alimentari del paziente richiedete una curva da carico di glucosio fate ripetere l'esame a distanza di 1 mese,il riscontro casuale di una glicemia a digiuno superiore a 140 mg/dl in un soggetto che non consuma farmaci:,il riscontro casuale di una glicemia a digiuno superiore a 140 mg/dl in un soggetto che non consuma farmaci:,1.0
2564,2551,Area Preclinica 2016,Area Preclinica 2017,il tempo di protrombina (pt o tempo di quick) valuta: la via estrinseca e comune della coagulazione la via estrinseca della coagulazione la via intrinseca e comune della coagulazione la via comune della coagulazione il numero di piastrine,il tempo di protrombina (pt o tempo di quick) valuta: la via estrinseca e comune della coagulazione la via estrinseca della coagulazione la via intrinseca e comune della coagulazione la via comune della coagulazione il numero di piastrine,il tempo di protrombina (pt o tempo di quick) valuta:,il tempo di protrombina (pt o tempo di quick) valuta:,1.0
151,149,Area Preclinica 2016,Area Preclinica 2017,"le seguenti caratteristiche sono proprie dei farmaci ""generici"" tranne: sono prodotti industrialmente. sono utili per molteplici patologie in quanto non specifici. sono bioequivalenti rispetto alla specialità di riferimento. non sono protetti da brevetto. sono senza obbligo di prescrizione.","le seguenti caratteristiche sono proprie dei farmaci ""generici"" tranne: sono prodotti industrialmente. sono utili per molteplici patologie in quanto non specifici. sono bioequivalenti rispetto alla specialità di riferimento. non sono protetti da brevetto. sono senza obbligo di prescrizione.","le seguenti caratteristiche sono proprie dei farmaci ""generici"" tranne:","le seguenti caratteristiche sono proprie dei farmaci ""generici"" tranne:",1.0
2938,2922,Area Preclinica 2016,Area Preclinica 2017,il codice deontologico nell'esprimersi su pratiche mediche definite non convenzionali puntualizza alcuni principi. tutti i seguenti sono previsti nel codice deontologico tranne: (art.15 cdm 2014) il medico che le pratica ne prende diretta e non delegabile responsabilità professionale qualsiasi terapia non convenzionale non deve sottrarre al cittadino a trattamenti di provata efficacia per effettuare terapia non convenzionale bisogna essere autorizzati dall'ordine dei medici qualsiasi terapia non può sottrarre dall'applicazione del consenso e' vietato per un medico collaborare con chi esercita abusivamente la professione anche nel settore delle cosiddette pratiche alternative,il codice deontologico nell'esprimersi su pratiche mediche definite non convenzionali puntualizza alcuni principi. tutti i seguenti sono previsti nel codice deontologico tranne: (art.15 cdm 2014) il medico che le pratica ne prende diretta e non delegabile responsabilità professionale qualsiasi terapia non convenzionale non deve sottrarre al cittadino trattamenti di provata efficacia per effettuare terapia non convenzionale bisogna essere autorizzati dall'ordine dei medici qualsiasi terapia non si può sottrarre dall'applicazione del consenso e' vietato per un medico collaborare con chi esercita abusivamente la professione anche nel settore delle cosiddette pratiche alternative,il codice deontologico nell'esprimersi su pratiche mediche definite non convenzionali puntualizza alcuni principi. tutti i seguenti sono previsti nel codice deontologico tranne: (art.15 cdm 2014),il codice deontologico nell'esprimersi su pratiche mediche definite non convenzionali puntualizza alcuni principi. tutti i seguenti sono previsti nel codice deontologico tranne: (art.15 cdm 2014),1.0
3030,3080,Area Preclinica 2016,Area Preclinica 2016,il medico può rifiutarsi di prestare soccorso o cure d'urgenza: in ogni caso in nessun caso se è fuori sede se non rientra nella sua abituale attività se la situazione è conseguenza di un reato,il medico può rifiutarsi di prestare soccorso o cure d'urgenza: in ogni caso mai se è fuori sede se non rientra nella sua abituale attività se la situazione è conseguenza di un reato,il medico può rifiutarsi di prestare soccorso o cure d'urgenza:,il medico può rifiutarsi di prestare soccorso o cure d'urgenza:,1.0
2176,2155,Area Preclinica 2016,Area Preclinica 2018,qual'è la lesione piu' strettamente associata con l' ipertensione? l' aterosclerosi l' arterite la flebite la calcificazione mediale arteriolosclerosi,qual è la lesione piu' strettamente associata con l' ipertensione? l' aterosclerosi l' arterite la flebite la calcificazione mediale arteriolosclerosi,qual'è la lesione piu' strettamente associata con l' ipertensione?,qual è la lesione piu' strettamente associata con l' ipertensione?,1.0
2029,2083,Area Preclinica 2016,Area Preclinica 2016,quale dei seguenti antibiotici è appropriato per il trattamento della polmonite atipica causata da mycoplasma pneumoniae? streptomicina metronidazolo penicillina amfotericina b eritromicina,quali dei seguenti antibiotici è appropriato per il trattamento della polmonite atipica causata da mycoplasma pneumoniae? streptomicina metronidazolo penicillina amfotericina b eritromicina,quale dei seguenti antibiotici è appropriato per il trattamento della polmonite atipica causata da mycoplasma pneumoniae?,quali dei seguenti antibiotici è appropriato per il trattamento della polmonite atipica causata da mycoplasma pneumoniae?,1.0
1938,1928,Area Preclinica 2016,Area Preclinica 2017,"quale tra le seguenti non è una caratteristica delle esotossine? sono prodotte ad alcuni batteri gram-positivi e, talvolta, anche dalle specie gram - negative hanno azione tossica più potente di quella delle endotossine il loro potere tossico è neutralizzato dall' anticorpo corrispondente sono di natura lipopolisaccaridica la loro potenza è variabile a seconda delle specie animali in cui sono saggiate","quale tra le seguenti non è una caratteristica delle esotossine? sono prodotte ad alcuni batteri gram-positivi e, talvolta, anche dalle specie gram - negative hanno azione tossica più potente di quella delle endotossine il loro potere tossico è neutralizzato dall' anticorpo corrispondente sono di natura lipopolisaccaridica la loro potenza è variabile a seconda delle specie animali in cui sono saggiate",quale tra le seguenti non è una caratteristica delle esotossine?,quale tra le seguenti non è una caratteristica delle esotossine?,1.0
1650,1874,Area Preclinica 2016,Area Preclinica 2016,quale dei seguenti processi comporta la perdita del nucleo da parte della cellula? la differenziazione dell'eritrocita la secrezione apocrina la formazione della guaina mielinica la fagocitosi la degranulazione del mastocita,quale dei seguenti processi comporta la perdita del nucleo da parte della cellula: la differenziazione dell'eritrocita la secrezione apocrina la formazione della guaina mielinica la fagocitosi la degranulazione del mastocita,quale dei seguenti processi comporta la perdita del nucleo da parte della cellula?,quale dei seguenti processi comporta la perdita del nucleo da parte della cellula:,1.0
311,307,Area Preclinica 2016,Area Preclinica 2018,qual'è l'impiego terapeutico della ciclofosfamide? spasmolitico antistaminico vasodilatatore antineoplastico e immunosoppressore tutte le indicazioni sono corrette,qual è l'impiego terapeutico della ciclofosfamide? spasmolitico antistaminico vasodilatatore antineoplastico e immunosoppressore tutte le indicazioni sono corrette,qual'è l'impiego terapeutico della ciclofosfamide?,qual è l'impiego terapeutico della ciclofosfamide?,1.0
1076,1073,Area Preclinica 2016,Area Preclinica 2017,"conoscendo il volume telediastolico, possiamo calcolare il volume di eiezione ventricolare sapendo: la frequenza cardiaca la contrattilita' ventricolare il volume telesistolico il postcarico il ritorno venoso","conoscendo il volume telediastolico, possiamo calcolare il volume di eiezione ventricolare sapendo: la frequenza cardiaca la contrattilita' ventricolare il volume telesistolico il postcarico il ritorno venoso","conoscendo il volume telediastolico, possiamo calcolare il volume di eiezione ventricolare sapendo:","conoscendo il volume telediastolico, possiamo calcolare il volume di eiezione ventricolare sapendo:",1.0
1789,1770,Area Preclinica 2016,Area Preclinica 2018,qual'e' il legamento teso tra il contorno del foro occipitale e l'atlante la membrana tettoria il legamento giallo il legamento dell'apice del dente il legamento trasverso dell'atlante la membrana atlanto-occipitale,qual e' il legamento teso tra il contorno del foro occipitale e l'atlante la membrana tettoria il legamento giallo il legamento dell'apice del dente il legamento trasverso dell'atlante la membrana atlanto-occipitale,qual'e' il legamento teso tra il contorno del foro occipitale e l'atlante,qual e' il legamento teso tra il contorno del foro occipitale e l'atlante,1.0
1779,1770,Area Preclinica 2017,Area Preclinica 2018,qual'e' il legamento teso tra il contorno del foro occipitale e l'atlante la membrana tettoria il legamento giallo il legamento dell'apice del dente il legamento trasverso dell'atlante la membrana atlanto-occipitale,qual e' il legamento teso tra il contorno del foro occipitale e l'atlante la membrana tettoria il legamento giallo il legamento dell'apice del dente il legamento trasverso dell'atlante la membrana atlanto-occipitale,qual'e' il legamento teso tra il contorno del foro occipitale e l'atlante,qual e' il legamento teso tra il contorno del foro occipitale e l'atlante,1.0
1789,1779,Area Preclinica 2016,Area Preclinica 2017,qual'e' il legamento teso tra il contorno del foro occipitale e l'atlante la membrana tettoria il legamento giallo il legamento dell'apice del dente il legamento trasverso dell'atlante la membrana atlanto-occipitale,qual'e' il legamento teso tra il contorno del foro occipitale e l'atlante la membrana tettoria il legamento giallo il legamento dell'apice del dente il legamento trasverso dell'atlante la membrana atlanto-occipitale,qual'e' il legamento teso tra il contorno del foro occipitale e l'atlante,qual'e' il legamento teso tra il contorno del foro occipitale e l'atlante,1.0
1514,1506,Area Preclinica 2016,Area Preclinica 2017,che cosa significa disfagia? deglutizione dolorosa rigurgito di cibo sensazione di difficoltà al transito del cibo in faringe od in esofageo impossibilità a deglutire i cibi solidi senso di ripulsa per determinati cibi,che cosa significa disfagia? deglutizione dolorosa rigurgito di cibo sensazione di difficoltà al transito del cibo in faringe o in esofageo impossibilità a deglutire i cibi solidi senso di ripulsa per determinati cibi,che cosa significa disfagia?,che cosa significa disfagia?,0.9999999999999998
2643,2614,Area Preclinica 2016,Area Preclinica 2019,la steatosi epatica ha un aumentata incidenza in tutti queste condizioni tranne: alcolisti obesi pazienti con bypass digiuno-ileali colecistectomizzati pazienti in nutrizione parenterale,la steatosi epatica ha un'aumentata incidenza in tutti queste condizioni tranne: alcolisti obesi pazienti con bypass digiuno-ileali colecistectomizzati pazienti in nutrizione parenterale,la steatosi epatica ha un aumentata incidenza in tutti queste condizioni tranne:,la steatosi epatica ha un'aumentata incidenza in tutti queste condizioni tranne:,0.9999999999999996
1677,1756,Area Preclinica 2016,Area Preclinica 2016,le fibre parasimpatiche pregangliari per l'intestino tenue provengono dal: corno laterale dei mielomeri c1-c8 corno laterale dei mielomeri c8-t3 corno laterale dei mielomeri t10-t12 nucleo motore dorsale del vago nucleo ambiguo,da quali delle seguenti strutture provengono le fibre parasimpatiche pregangliari per l'intestino tenue: corno laterale dei mielomeri c1-c8 corno laterale dei mielomeri c8-t3 corno laterale dei mielomeri t10-t12 nucleo motore dorsale del vago nucleo ambiguo,le fibre parasimpatiche pregangliari per l'intestino tenue provengono dal:,da quali delle seguenti strutture provengono le fibre parasimpatiche pregangliari per l'intestino tenue:,0.993272145714078
1703,1730,Area Preclinica 2016,Area Preclinica 2016,tutte le seguenti affermazioni riguardanti retina sono corrette tranne: l'epitelio pigmentato e' responsabile della fagocitosi delle membrane dei fotorecettori i coni sono concentrati alla periferia della retina i bastoncelli sono piu' numerosi dei coni nella macula e' contenuta la fovea il disco ottico e' privo di fotorecettori,"tutte le seguenti affermazioni sulla retina sono corrette, tranne: l'epitelio pigmentato e' responsabile della fagocitosi delle membrane dei fotorecettori i coni sono concentrati alla periferia della retina i bastoncelli sono piu' numerosi dei coni nella macula e' contenuta la fovea il disco ottico e' privo di fotorecettori",tutte le seguenti affermazioni riguardanti retina sono corrette tranne:,"tutte le seguenti affermazioni sulla retina sono corrette, tranne:",0.9932661646553259
2904,2888,Area Preclinica 2016,Area Preclinica 2017,"tutte le seguenti affermazioni sull'eutanasia sono corrette, tranne: il medico può effettuare o favorire trattamenti diretti a procurare la morte solo su richiesta ripetuta del malato il medico può effettuare o favorire trattamenti diretti a provocare la morte solo in caso di pazienti non coscienti su esplicita richiesta del parente più prossimo non praticare sempre e comunque tutte le cure possibili in qualsiasi condizione clinica equivale all'eutanasia il medico anche su esplicita richiesta di paziente cosciente non deve effettuare o favorire trattamenti diretti a provocare la morte il medico può effettuare o favorire trattamenti diretti a provocare la morte di pazienti non coscienti solo se è presente una indicazione scritta dal paziente, stesa quando era ancora cosciente","tutte le seguenti affermazioni sull'eutanasia sono sbagliate, tranne: il medico può effettuare o favorire trattamenti diretti a procurare la morte solo su richiesta ripetuta del malato il medico può effettuare o favorire trattamenti diretti a provocare la morte solo in caso di pazienti non coscienti su esplicita richiesta del parente più prossimo non praticare sempre e comunque tutte le cure possibili in qualsiasi condizione clinica equivale all'eutanasia il medico anche su esplicita richiesta di paziente cosciente non deve effettuare o favorire trattamenti diretti a provocare la morte il medico può effettuare o favorire trattamenti diretti a provocare la morte di pazienti non coscienti solo se è presente una indicazione scritta dal paziente, stesa quando era ancora cosciente","tutte le seguenti affermazioni sull'eutanasia sono corrette, tranne:","tutte le seguenti affermazioni sull'eutanasia sono sbagliate, tranne:",0.9920481345772936
1327,3059,Area Preclinica 2016,Area Preclinica 2016,sempre di più in ambito genetico è possibile predire malformazioni e malattie ereditarie. quali tra le seguenti affermazioni è compatibile con quanto dettato dal codice deontologico: non sono ammessi test genetici diretti a rilevare malformazioni o malattie ereditarie sono ammessi test genetici volti a rilevare malformazioni o malattie ereditarie solo se espressamente richiesti i test possono essere eseguiti a scopo epidemiologico i test possono essere chiesti da una compagnia assicurativa per valutare il rischio i test possono essere chiesti dal datore di lavoro prima di una assunzione,sempre di più in ambito genetico è possibile predire malformazioni e malattie ereditarie. quali tra le seguenti affermazioni è compatibile con quanto dettato dal codice deontologico: (art.44) non sono ammessi test genetici diretti a rilevare malformazioni o malattie ereditarie sono ammessi test genetici volti a rilevare malformazioni o malattie ereditarie solo se espressamente richiesti i test possono essere eseguiti a scopo epidemiologico i test possono essere chiesti da una compagnia assicurativa per valutare il rischio i test possono essere chiesti dal datore di lavoro prima di una assunzione,sempre di più in ambito genetico è possibile predire malformazioni e malattie ereditarie. quali tra le seguenti affermazioni è compatibile con quanto dettato dal codice deontologico:,sempre di più in ambito genetico è possibile predire malformazioni e malattie ereditarie. quali tra le seguenti affermazioni è compatibile con quanto dettato dal codice deontologico: (art.44),0.9910455206309027
1358,1350,Area Preclinica 2016,Area Preclinica 2017,"un uomo di 48 anni al termine di un viaggio in corriera da parigi a roubaix per una strada tradizionale ad acciotolato, all'arrivo in albergo, manifesta dolore a sede lombo-iliaca sinistra, molto intenso, continuo con parossismi, irradiato anteriormente e medialmente fino allo scroto ed alla radice della coscia di sinistra con eliminazione di poca urina molto densa. qual è il primo sospetto diagnostico ? diverticolite del colon discendente colica renale sinistra diverticolite di meckel ipertrofia prostatica benigna ca. del retto","un uomo di 48 anni al termine di un viaggio in corriera da parigi a roubaix per una strada tradizionale ad acciotolato, all'arrivo in albergo, manifesta dolore a sede lombo-iliaca sinistra, molto intenso, continuo con parossismi, irradiato anteriormente e medialmente fino allo scroto ed alla radice della coscia di sinistra con eliminazione di poca urina molto densa. qual è il primo sospetto diagnostico ? diverticolite del colon discendente colica renale sinistra diverticolite di meckel ipertrofia prostatica benigna carcinoma del retto","un uomo di 48 anni al termine di un viaggio in corriera da parigi a roubaix per una strada tradizionale ad acciotolato, all'arrivo in albergo, manifesta dolore a sede lombo-iliaca sinistra, molto intenso, continuo con parossismi, irradiato anteriormente e medialmente fino allo scroto ed alla radice della coscia di sinistra con eliminazione di poca urina molto densa. qual è il primo sospetto diagnostico ?","un uomo di 48 anni al termine di un viaggio in corriera da parigi a roubaix per una strada tradizionale ad acciotolato, all'arrivo in albergo, manifesta dolore a sede lombo-iliaca sinistra, molto intenso, continuo con parossismi, irradiato anteriormente e medialmente fino allo scroto ed alla radice della coscia di sinistra con eliminazione di poca urina molto densa. qual è il primo sospetto diagnostico ?",0.9875145675539019
