id,question,A,B,C,D,E,answer,category,macro category
164,Il metabolismo di primo passaggio:,aumenta la biodisponibilità del farmaco,ha una scarsa importanza metabolica,aumenta sempre la tossicità del farmaco,riduce la biodisponibilità del farmaco,riduce sempre la tossicità del farmaco,D,Area Preclinica 2017,farmacologia
170,I glucocorticoidi interagiscono con tutte le seguenti strutture TRANNE:,Recettore GABA A,Recettore NMDA,COX1 e 2,Recettore GR,Recettore MR,C,Area Preclinica 2017,farmacologia
173,"Una paziente di 28 anni, all'ottavo mese di gravidanza, sviluppa un'infezione urinaria da Escherichia coli. Indicare  fra i seguenti il trattamento antibiotico più appropriato: ",Sulfametossazolo-trimetoprim,Ciprofloxacina,Tetraciclina,Eritromicina,Ampicillina,E,Area Preclinica 2017,farmacologia
176,L'imipenem è:,Un inibitore delle beta-lattamasi,Un aminoglucoside,Un antifungino,Un macrolide,Un antibiotico beta lattamico,E,Area Preclinica 2017,farmacologia
179,Quale tra le seguenti cefalosporine si concentra elettivamente nelle vie biliari ,Cefaloridina,Ceftazidime,Cefalexina,Cefoperazone,Cefaloglicina,D,Area Preclinica 2017,farmacologia
182,"Un paziente sviluppa iperkalemia dopo aver assunto amiloride ed un integratore di potassio.  Tutti i seguenti trattamenti potranno essere efficaci, tranne:",cloruro di calcio per via endovenosa,emodialisi,insulina e glucosio per via endovenosa,enalapril per via endovenosa,clistere con sulfonato polistirene di sodio,D,Area Preclinica 2017,farmacologia
185,Quale dei seguenti FANS viene utilizzato come antiaggregante piastrinico ? ,paracetamolo,nimesulide,nabumetone,aspirina,ibuprofene,D,Area Preclinica 2017,farmacologia
188,"Con quale dei seguenti farmaci dovrebbe essere trattata una donna in gravidanza, peraltro sana, con recente insorgenza di pollachiuria, minzione imperiosa, disuria ed evidenza di batteruria?",ciprofloxacina,norfloxacina,cefalexina,trimetoptrim-sulfametoxazolo,doxiciclina,C,Area Preclinica 2017,farmacologia
191,Quale di questi antibiotici è da preferire in caso di polmonite da Legionella? ,Vancomicina,Eritromicina,Ampicillina,Oxacillina,Fosfomicina,B,Area Preclinica 2017,farmacologia
194,Una donna con irsutismo presenta alti livelli sierici di diidrotestosterone come probabile causa della sua manifestazione clinica. Quale dei seguenti farmaci sarebbe il più indicato nell'inibire la formazione del diidrotestosterone?,Ketoconazolo,Tamoxifene,Finasteride,Ciproterone,Flutamide,C,Area Preclinica 2017,farmacologia
197,Una reazione allergica a un farmaco: ,di solito è dose-indipendente,è dose-dipendente solo quando il farmaco è somministrato per via sistemica ma non topica,è sempre mediata dalla produzione di anticorpi,è sempre di entità lieve o moderata,è indotta solo dalla somministrazione di farmaci di sintesi,A,Area Preclinica 2017,farmacologia
200,Quale dei seguenti effetti NON è una manifestazione da sovradosaggio da barbiturici?,eccitazione,confusione mentale,letargia,ipotermia,ipotensione,A,Area Preclinica 2017,farmacologia
203,Quale delle seguenti classi di farmaci inibisce la HMG-CoA reduttasi ? ,Statine,Betabloccanti,Fibrati,Estrogeni,ACE inibitori,A,Area Preclinica 2017,farmacologia
206,Gli effetti gastrointestinali di metoclopramide e cisapride sono antagonizzati da farmaci che bloccano i recettori di:,dopamina,serotonina,muscarinici,acetilcolina,motilina,C,Area Preclinica 2017,farmacologia
209,Il rischio di emorragia in pazienti trattati con eparina è aumentato dall'aspirina poiché questa: ,Inibisce l'attività anticoagulante dell'eparina,Inibisce la funzione di aggregazione piastrinica,Spiazza l'eparina dal legame con le proteine plasmatiche,Inibisce la formazione di protrombina,Determina piastrinopenia,B,Area Preclinica 2017,farmacologia
215,Quale delle seguenti affermazioni sul warfarin è corretta? ,Agisce rapidamente se somministrato per via orale,È potenziato dai barbiturici,È antagonizzato dalla protamina solfato,Agisce sull'attività dei fattori della coagulazione,È potenziato dal fattore 4 piastrinico,D,Area Preclinica 2017,farmacologia
218,Quale tra le seguenti NON è una indicazione clinica specifica delle benzodiazepine?,convulsioni,attacchi di panico,insonnia,depressione,ansia,D,Area Preclinica 2017,farmacologia
221,"In pazienti asmatici, i farmaci beta-2 agonisti a breve durata d'azione, somministrati per via inalatoria: ",non manifestano effetti cardiaci,"possono risultare bradicardizzanti, per stimolazione vagale",non attraversano il filtro alveolare e quindi non danno effetti sistemici di rilievo,possono dare tremore muscolare e possono risultare aritmogeni in una percentuale non trascurabile di pazienti,manifestano tossicità a livello cardiaco come quando somministrati per via endovenosa,D,Area Preclinica 2017,farmacologia
224,La somministrazione di ferro per via endovenosa è da preferirsi:,sempre,se l'emoglobina è < di 10 g/dL,in pazienti con sindrome dell'intestino corto,in gravidanza,negli anziani,C,Area Preclinica 2017,farmacologia
227,La tolleranza alle benzodiazepine ne limita l'utilizzazione clinica principalmente nel trattamento di: ,Ansia generalizzata,Insonnia,Medicazione preanestetica,Astinenza da etanolo,Assenze epilettiche,E,Area Preclinica 2017,farmacologia
230,Quale tra le seguenti NON è una proprietà farmacologica dei barbiturici?,a basse dosi riducono la reazione a stimoli dolorosi,aumentano la durata totale del sonno e ne alterano le fasi,deprimono reversibilmente l'attività di tutti i tessuti eccitabili,hanno attività anestetica generale,possono sviluppare tolleranza farmacocinetica e/o farmacodinamica,A,Area Preclinica 2017,farmacologia
233,La carbenicillina è elettivamente indicata nelle infezioni da: ,Pseudomonas aeruginosa,Enterococco,Streptococco viridans,Stafilococco aureo,Haemophilus influenzae,A,Area Preclinica 2017,farmacologia
236,Il mannitolo è usato come:,un anticoagulante orale,un diuretico osmotico,un beta-bloccante,un calcio-antagonista,un antidoto che chela il piombo,B,Area Preclinica 2017,farmacologia
239,"Tutti i seguenti farmaci sono utilizzato nella terapia dell'asma bronchiale, tranne: ",terfenadina (antagonista del recettore dell'istamina H1),salbutamolo (agonista del recettore beta-2 adrenergico),ipratropio bromuro (antimuscarinico),beclometasone (glucocorticoide),teofillina  (metilxantina),A,Area Preclinica 2017,farmacologia
242,La dose orale di morfina considerate equivalente a 10 mg intramuscolo è:,5 mg,20 mg,30 mg,50 mg,80 mg,C,Area Preclinica 2017,farmacologia
245,L'acido vanilmandelico è il principale catabolita di ? ,istamina,serotonina,dopamina,GABA,catecolamine,E,Area Preclinica 2017,farmacologia
248,Quale tra questi argomenti relativi a un farmaco NON è compreso nella farmacocinetica?,meccanismo d'azione,distribuzione,metabolismo,assorbimento,escrezione,A,Area Preclinica 2017,farmacologia
251,I diuretici inibitori dell'anidrasi carbonica ,sono principalmente impiegati per ridurre la pressione endo-oculare nel glaucoma ad angolo aperto,causano alcalosi in quanto riducono l'eliminazione dei bicarbonati,inibiscono l'anidrasi carbonica del tubulo renale ma non quella presente in altre sedi,inibiscono l'anidrasi carbonica dello stomaco ed hanno pertanto un effetto antisecretivo gastrico di interesse terapeutico,manifestano il proprio effetto diuretico quando inibiscono il 10-20% dell'anidrasi carbonica tubulare,A,Area Preclinica 2017,farmacologia
257,Perché ad un paziente affetto da ulcera peptica ed in trattamento con sucralfato non è utile associare gli inibitori della pompa  protonica?,Perché il sucralfato ne induce la precipitazione,Perché competono con il sucralfato per il sito di legame,Perché favoriscono il metabolismo del sucralfato,Perché l'aumento del pH indotto dagli inibitori della pompa riduce l'azione del sucralfato,Perché il sucralfato ne riduce il metabolismo predisponendo allo sviluppo di reazioni avverse,D,Area Preclinica 2017,farmacologia
337,Quale tra le seguenti procedure è necessaria per l'avvio di una sperimentazione di Fase III?,approvazione del Comitato Etico locale.,autorizzazione del Ministero della sanità.,trasmissione al Ministero della sanità del protocollo sperimentale.,riconoscimento dell'idoneità da parte della ASL.,esito favorevole degli accertamenti dell'ISS.,A,Area Preclinica 2017,farmacologia
343,Quale dei sottoelencati è il meccanismo d'azione dell'ac. Fusidico?,Inibizione della parete batterica per interferenza con le PBPS,Interferenza con la subunità 50 S,Interferenza con la subunità 30 S,Inibizione della translocasi,Interferenza con i fosfolipidi della membrana,D,Area Preclinica 2017,farmacologia
349,Quale tra i seguenti farmaci NON mima l'effetto del neurotrasmettitore sul recettore postsinaptico?,Isoprenalina,Nicotina,Metacolina,Fenilefrina,Guanetidina,E,Area Preclinica 2017,farmacologia
355,L' Acyclovir e' inefficace contro:,Herpes Simplex tipo 1,Varicella Zoster,Herpes Simplex tipo 2,Vaccinia,Virus di Epstein Barr,D,Area Preclinica 2017,farmacologia
358,Quale tra i seguenti fa parte dei farmaci Beta2-agonisti a lunga durata d'azione? ,Fenoterolo,Salbutamolo,Terbutalina,Salmeterolo,Albuterolo,D,Area Preclinica 2017,farmacologia
364,"In base alle attuali linee guida internazionali, qual'e' il trattamento da utilizzare nei pazienti con embolia polmonare? ","Eparina a basso peso molecolare con successiva embricazione della terapia anticoagulante orale, da proseguire per almeno sei mesi",Eparina a basso molecolare fino alla completa canalizzazione dei vasi venosi polmonari,Terapia anticoagulante orale per il mese successivo all'evento,Aspirina in associazione al clopidogrel,Terapia endovenosa con eparina non frazionata da sostituire ad una settimana dall'evento con aspirina,A,Area Preclinica 2017,farmacologia
375,Quale tra queste affermazioni riguardante i Fluorochinoloni NON è vera?,Sono antibiotici concentrazione dipendente,Sono attivi contro i Gram Negativi,Hanno una buona biodisponibilità orale,Sono controindicati in età pediatrica,Sono indicati nelle infezioni del tratto genito-urinario,D,Area Preclinica 2017,farmacologia
376,Quale tra i seguenti farmaci usati in terapia della malattia di Parkinson è agonista selettivo per i recettori D2 e D3? ,bromocriptina,ropinirolo,apomorfina,selegilina,carbidopa,B,Area Preclinica 2017,farmacologia
382,Quale tra i seguenti farmaci è un inibitore selettivo per la cox-2? ,ibuprofene,celecoxib,metamizolo,morniflumato,paracetamolo,B,Area Preclinica 2017,farmacologia
388,Quale delle seguenti affermazioni sull'azitromicina è corretta? ,è un antibiotico tempo-dipendente,ha uno spettro d'azione selettivo per i Gram +,presenta post-antibiotic effect,inibisce diverse isoforme del CYP450,ha uno spettro d'azione ristretto,C,Area Preclinica 2017,farmacologia
723,Lo fase precoce dello sviluppo di edema polmonare INTERSTIZIALE è legato a:,aumento della permeabilità ai soluti dell'endotelio polmonare,aumento della pressione arteriosa sistemica,modificazioni strutturali della parete alveolo-capillare,sovrasaturazione del sistema linfatico drenante,deposizione di collagene ed acido ialuronico nella matrice interstiziale,D,Area Preclinica 2017,fisiologia
1073,"Conoscendo il volume telediastolico, possiamo calcolare il volume di eiezione ventricolare sapendo:",la frequenza cardiaca,la contrattilita' ventricolare,il volume telesistolico,il postcarico,il ritorno venoso,C,Area Preclinica 2017,fisiologia
1101,L'area dell'encefalo importante per la postura:,corteccia motoria,nuclei della base,tronco dell'encefalo,cervelletto,sistema limbico,C,Area Preclinica 2017,fisiologia
1186,Una cellula priva della funzione della proteina p53 potrà presentare una delle seguenti caratteristiche: ,perdita del controllo della divisione cellulare,arresto della crescita in fase S,defosforilazione di Rb,inattivazione permanente di MPF,arresto della sintesi delle cicline,A,Area Preclinica 2017,fisiologia
1202,"Tra cellule che si moltiplicano, una cellula priva di telomerasi, rispetto ad una cellula normale:",muore prima,va incontro a trasformazione reversibile,riesce a svolgere un numero maggiore di cicli replicativi,accumula un maggior numero di mutazioni somatiche,mostra una frequenza di ricombinazione più bassa,A,Area Preclinica 2017,fisiologia
1208,I genomi virali sono costituiti:,da DNA oppure da RNA,esclusivamente da RNA,da DNA associato a proteine,esclusivamente da DNA,da complessi ribonucleoproteici,A,Area Preclinica 2017,fisiologia
1214,Per lo studio del cariotipo umano:,si osservano strisci di sangue al microscopio ottico,si osservano strisci di sangue al microscopio elettronico,si osservano cellule della mucosa buccale al microscopio ottico,si stimola in vitro la proliferazione di linfociti del sangue periferico,si stimola in vitro la proliferazione di globuli rossi,D,Area Preclinica 2017,fisiologia
1220,Il gradiente elettrochimico attraverso la membrana mitocondriale interna è:,dovuto alla differenza di concentrazione di ioni Na+ e K+ ai due lati della membrana,principalmente dovuto ai pori formati dalla proteina porina,mantenuto grazie al consumo di ATP,dipendente dall'attività dalla catena respiratoria,ininfluente ai fini della sintesi di ATP,D,Area Preclinica 2017,fisiologia
1223,L'adrenalina determina uno degli effetti farmacologici di seguito indicati. Indicare quale,Ipoglicemia,Iperglicemia,Riduzione dei valori della pressione arteriosa sistolica,Bradicardia,Broncocostrizione,B,Area Preclinica 2017,fisiologia
1226,Quale delle seguenti affermazioni definisce l'adenomero?,Una cellula epiteliale,Un tumore della pelle,Un organello della cellula,Una parte delle ghiandole,Un tipo di secrezione esocrina,D,Area Preclinica 2017,fisiologia
1232,Gli anticorpi sono:,proteine,nucleotidi,polisaccaridi,aminoacidi,nucleoproteine,A,Area Preclinica 2017,fisiologia
1239,Nell'albero genealogico di una famiglia affetta da una malattia X-linked recessiva si vede che ,gli individui maschi affetti hanno il 100% di figli maschi affetti,il 50% delle figlie di maschi affetti sono malate,gli individui maschi affetti non hanno nessun figlio malato,il 50% delle figlie di femmine portatrici sono affette,la madri dei figli affetti sono affette,C,Area Preclinica 2017,fisiologia
1265,Nell'uomo si ha identità genotipica tra:,consanguinei,fratelli,genitori e figli,gemelli dizigotici,gemelli monozigotici,E,Area Preclinica 2017,fisiologia
1268,La frequenze di anomalie cromosomiche fra gli aborti spontanei ,è intorno al 50%,è intorno all'1%,è intorno al 10%,è intorno al 100%,è dello 0%,A,Area Preclinica 2017,fisiologia
1271,Per quale delle seguenti coppie richiedereste l'analisi del cariotipo prima di intraprendere una nuova gravidanza:,coppia con un aborto,coppia con un figlio sano e aborti ripetuti,coppia con figlio affetto da sindrome di Down (trisomia libera),coppia con figlio affetto da fibrosi cistica,per tutte queste coppie,B,Area Preclinica 2017,fisiologia
1274,Nell'albero genealogico di una famiglia affetta da una malattia autosomica dominante si osserva che: ,gli individui affetti possono avere entrambi i genitori sani,le madri dei soggetti affetti sono portatrici sane,tutti i figli di un individuo affetto sono a loro volta malati,ogni soggetto affetto ha almeno un genitore malato,solo i maschi sono malati,D,Area Preclinica 2017,fisiologia
1277,"La fibrosi cistica e' una malattia autosomica recessiva con un'incidenza di 1/2500 nella popolazione. Quale e' la frequenza, nella stessa popolazione, dei portatori sani (eterozigoti) di mutazioni che, in omozigosi, causano questa malattia?",Con i dati disponibili non si puo' calcolare,1/2,1/4,1/25,1/50,D,Area Preclinica 2017,fisiologia
1300,Quale tra le seguenti è la definizione corretta del termine locus?,regione del DNA che porta l'informazione per un RNA,forma alternativa di un gene,insieme dei geni di una cellula o organismo,gene mutato,posizione di una sequenza sul genoma,E,Area Preclinica 2017,fisiologia
1320,"Una ragazza di 14 anni viene valutata per bassa statura.  Non ha ancora avuto le mestruazioni.  L'esame obiettivo mette in evidenza una ragazza intellettualmente normale con bassa statura, presenza di pterigium colli, torace a scudo e cubito valgo.  Quale  dei seguenti esami fornirà la migliore valutazione per questa paziente?",analisi urinaria di amino acidi,analisi urinaria per presenza di acidi organici,determinazione sierica di acidi grassi a catena lunga,analisi cromosomica,contenuto di glicogeno dei tessuti,D,Area Preclinica 2017,fisiologia
1322,Nell'albero genealogico di una famiglia affetta da una malattia autosomica recessiva si vede che,gli individui affetti possono avere entrambi i genitori sani,il 50% dei maschi sono affetti mentre il 50% delle femmine sono portatrici,tutti i figli di un individuo affetto sono a loro volta malati,ogni soggetto affetto ha almeno un genitore malato,solo le femmine sono affette,A,Area Preclinica 2017,fisiologia
1328,"In una famiglia con una malattia autosomica dominante, sono nati 7 bambini, 5 che hanno la malattia e 2 sani.  Un genitore è affetto e l'altro no.  Quale è la probabilità che il prossimo figlio che nasce abbia la malattia?",100 %,75 %,50 %,25 %,0 %,C,Area Preclinica 2017,fisiologia
1334,Che cosa è l'ernia crurale ?,"un'ernia che, più spesso, si fa strada fra la vena femorale ed il legamento di Gimbernat",un'ernia che si fa strada fra la vena e l'arteria femorale,un'ernia che si fa strada attraverso la lacuna muscolorum,un'ernia che si fa strada al di sopra dell'arcata inguinale,un'ernia che si fa strada lungo il cordone ombellicale,A,Area Preclinica 2017,fisiologia
1340,Qual è il germe più spesso responsabile di una endocardite lenta?,streptococco beta-emolitico tipo 12,streptococco beta-emolitico tipo 49,streptococco viridans,stafilococco aureo,corynebacterium della difterite,C,Area Preclinica 2017,fisiologia
1346,Il segno di Murphy sta ad indicare una reazione dolorosa di origine:,viscerale,riferita,da proiezione,peritoneale,somatica superficiale,A,Area Preclinica 2017,fisiologia
1364,"La presenza di un dolore acuto in regione lombare destra, che progressivamente si sposta lungo il fianco destro e' piu' probabilmente dovuto a:",ernia discale L5-S1,calcolosi renale,cedimento vertebrale,appendicite acuta,rottura di un follicolo uterino,B,Area Preclinica 2017,fisiologia
1370,"La prova di Trendelenburg, per lo studio del sistema venoso degli arti inferiori, è normale quando il riempimento venoso, dopo aver rimosso il laccio, avviene:",dal basso verso l'alto,dall'alto verso il basso,in entrambe le direzioni,dalla profondità verso la superficie,in tutte le modalità indicate,A,Area Preclinica 2017,fisiologia
1373,La presenza di dita a bacchetta di tamburo e' un segno caratteristico: ,dei pazienti obesi da lungo tempo,dei pazienti in stato di coma da diversi anni,dei pazienti con ipossiemia cronica,dei pazienti con polmonite,dei pazienti affetti da scompenso cardiaco acuto,C,Area Preclinica 2017,fisiologia
1379,In quale delle seguenti condizioni si osserva ipocolesterolemia? ,colelitiasi,diabete mellito,sprue,morbo di Niemann-Pick,ipotiroidismo,C,Area Preclinica 2017,fisiologia
1385,La diagnosi radiologica di ascesso polmonare ha quale elemento patognomonico il riconoscimento di: ,un livello idroareo o una cavità,un ispessimento pleurico,una parte spessa ed irregolare,una atelettasia polmonare,il galleggiamento della membrana piogenica,A,Area Preclinica 2017,fisiologia
1391,"Tutti i seguenti sono segni e sintomi di rottura di gravidanza extrauterina, tranne: ",segni clinici di grave emorragia interna,mancanza di mestruazioni e piccole metrorragie,dolore addominale in ipogastrio con reazione di difesa,"""grido del Douglas""",iperpiressia,E,Area Preclinica 2017,fisiologia
1397,In quale delle seguenti condizioni si rilevano con notevole frequenza crisi lipotimiche? ,insufficienza aortica,stenosi aortica,stenosi dell'istmo dell'aorta,insufficienza mitralica,steno-insufficienza mitralica,B,Area Preclinica 2017,fisiologia
1403,L'alcalosi respiratoria è dovuta a: ,accelerazione degli scambi respiratori,rallentamento del flusso aereo respiratorio,rallentamento della diffusione dei gas a livello respiratorio,ipopnea da insufficienza muscolare,ipopnea da inibizione dei centri respiratori,A,Area Preclinica 2017,fisiologia
1409,"Tutti i seguenti sono segni e sintomi di occlusione intestinale meccanica, tranne: ",dolore addominale,vomito,arresto di emissione di feci e gas,aerofagia,livelli idro-aerei,D,Area Preclinica 2017,fisiologia
1415,Nei tumori renali si può osservare: ,anemia sideropenica,anemia aplastica,leucopenia,poliglobulia,eosinofilia,D,Area Preclinica 2017,fisiologia
1421,La fibrillazione atriale è presente più frequentemente nei pazienti con: ,ipertiroidismo,acromegalia,morbo di Addison,mixedema,diabete,A,Area Preclinica 2017,fisiologia
1427,Quale delle seguenti è la complicanza più frequente dell'acalasia? ,emorragia massiva,bronchite,degenerazione maligna,formazione di diverticoli,esofagite,E,Area Preclinica 2017,fisiologia
1433,"Tutte le seguenti definizioni di decubito sono corrette, tranne: ",attivo,ortopnoico,indifferente,obbligato,composito,E,Area Preclinica 2017,fisiologia
1439,Quali delle seguenti affermazioni riguardanti l'urea è corretta? ,ha una clearance maggiore di quella dell'inulina,presenta un decremento della sua concentrazione nel sangue per effetto di un pasto ricco in proteine,provoca oliguria per aumento della sua concentrazione nel sangue,presenta una clearance che aumenta con l'aumentare del volume di urina,è secreta attivamente dalle cellule del tubulo contorto distale,D,Area Preclinica 2017,fisiologia
1445,Nella nefrolitiasi recidivante con calcoli radio-opachi si pensa innanzitutto a: ,aplasia renale,difetto enzimatico nel metabolismo della vitamina D,ipercolesterolemia,pielonefrite cronica,adenoma delle paratiroidi,E,Area Preclinica 2017,fisiologia
1451,"Tutte le seguenti condizioni patologiche possono determinare la sindrome dello stretto toracico superiore, eccetto: ",costa cervicale,sindrome dello scaleno,malattia di Raynaud,sindrome da iperabduzione,megaapofisi trasversa delle vertrebe cervicali,C,Area Preclinica 2017,fisiologia
1457,In quale di queste nefropatie le crioglobuline plasmatiche sono notevolmente aumentate? ,glomerulonefrite a lesioni minime,glomerulonefrite membranosa,glomerulonefrite lupica,pielonefrite acuta,glomerulonefrite membranoso-proliferativa,C,Area Preclinica 2017,fisiologia
1463,La disposizione di aria a falce tra fegato e diaframma è caratteristica di: ,interposizione del colon fra fegato e diaframma,perforazione intestinale,rottura cisti aerea del polmone,cisti da echinococco,pneumotorace,B,Area Preclinica 2017,fisiologia
1469,Una respirazione caratterizzata da periodi di apnea irregolari alternate con periodi in cui vengono eseguiti quattro o cinque respiri di uguale profondità viene definita: ,Respiro periodico di Cheyne-Stokes,Respiro di Biot,Respiro di Archer,Respiro di Lombardi,Nessuna delle risposte indicate,B,Area Preclinica 2017,fisiologia
1475,In quale di queste condizioni si osserva di solito iper-protidemia? ,ustioni estese,cirrosi epatica,sindrome nefrosica,plasmocitoma,tireotossicosi,D,Area Preclinica 2017,fisiologia
1481,Un paziente giovane si presenta in pronto soccorso con un dolore acuto in ipocondrio sinistro irradiato posteriormente a barra. Qual e' la causa piu' probabile? ,Appendicite acuta,Colecistite acuta,Calcolosi della colecisti,Gastrite acuta,Pancreatine acuta,E,Area Preclinica 2017,fisiologia
1487,"La presenza di un ""caput"" medusae è indicativa di: ",un'ipertensione portale a causa pre-epatica,un'ipertensione portale da causa epatica o sovraepatica,un'ascite,una cirrosi epatica,un'encefalopatia porto-sistemica,B,Area Preclinica 2017,fisiologia
1493,"Tutti i seguenti fattori sono in grado di scatenare una tireotossicosi, tranne: ",stress emozionali,infezioni severe,traumi,travaglio di parto,assunzione di estro-progestinici,E,Area Preclinica 2017,fisiologia
1499,La cosiddetta facies mixedematosa e' associata: ,ad uno stato di ipertiroidismo,ad uno stato di iperaldosteronismo,ad uno stato di ipotiroidismo,alla cirrosi epatica,ad uno stato di ipoprotidemia,C,Area Preclinica 2017,fisiologia
1505,La cianosi differenziale (che si osserva solo agli arti inferiori) è causata da: ,alterazioni delle arteriose cutanee degli arti inferiori,shunt destro sinistro,Edema polmonare,shunt sinistro destro,scompenso cardiaco,B,Area Preclinica 2017,fisiologia
1511,In tutte le condizioni indicate è presente melanodermia tranne: ,emocromatosi,fenilchetonuria,intensa irradiazione di raggi ultravioletti,terapia con ACTH,M. di Addison,B,Area Preclinica 2017,fisiologia
1517,Qual è la misura terapeutica più indicata nel tamponamento cardiaco acuto? ,pericardiocentesi,salasso di circa 500 ml,digitalizzazione,diuresi forzata,emotrasfusione,A,Area Preclinica 2017,fisiologia
1523,"Tutti i seguenti sintomi sono tipici dell'ipertiroidismo, tranne: ",palpitazioni,tremori,aumento della sudorazione,dimagrimento,anoressia,E,Area Preclinica 2017,fisiologia
1529,"Tutte le seguenti alterazioni trofiche possono essere dovute a una sofferenza ischemica, tranne : ",perdita dei peli,disonichia,atrofia cutanea,osteoporosi,ulcerazioni,D,Area Preclinica 2017,fisiologia
1535,In quale di queste condizioni la potassiemia è diminuita? ,insufficienza renale acuta,insufficienza surrenale cronica,crisi emolitiche acute,acidosi respiratoria o metabolica,diarrea cronica,E,Area Preclinica 2017,fisiologia
