id,question,A,B,C,D,E,answer,category,macro category
1485,che cosa si prefigge la riabilitazione psicosociale?,l'addestramento alla corretta esecuzione di compiti pratici,la risoluzione dei sintomi produttivi,"l'acquisizione di prestazioni comportamentali, con particolare riferimento alle capacità relazionali e di socializzazione",la risouzione dei sintomi negativi,tutte le altre risposte indicate,E,Area Clinica 2016,medicina specialistica
2848,per calcolare l'efficacia protettiva di una vaccinazione occorre:,misurare il tasso di sieroconversione nei vaccinati e nei controlli,confrontare il carico di malattia tra collettivita' a diversa percentuale di vaccinati,misurare i tassi di incidenza di malattia tra vaccinati e tra i controlli,"valutare la ""herd immunity""",nessuna delle risposte indicate,C,Area Preclinica 2016,prevenzione e deontologia medica
1070,quale delle seguenti sanzioni non è prevista in caso di violazione del codice deontologico?,radiazione dall'albo professionale,censura,ammenda da versare all'ordine dei medici provinciale,richiamo,sospensione,C,Area Clinica 2016,medicina legale e sanità pubblica
1329,un incrocio tra un individuo omozigote dominante (dd) con uno omozigote recessivo (dd) produrrà:,tutti individui dd,"individui dd, dd, e dd in rapporto 1.2:1",tutti individui dd,individui dd e dd in rapporto 3:1,"individui dd, dd, e dd in rapporto 2:1:1",C,Area Preclinica 2016,fisiologia
2125,farmaci di prima scelta nel trattamento della brucellosi sono:,tetracicline,gli antibiotici glicopeptidici,cefalosporine di ii generazione,cefalosporine di iii generazione,metronidazolo,A,Area Clinica 2016,medicina specialistica
134,un farmaco generico è,una molecola usata per la terapia di molte malattie,una miscela di molecole,un farmaco usato nella terapia omeopatica,un farmaco che si può acquisire senza ricetta medica,un farmaco il cui brevetto è scaduto,E,Area Preclinica 2016,farmacologia
1853,"nella polmonite da micoplasma pneumoniae, la terapia può prevedere l'uso di:",tetracicline,eritromicina,claritromicina,azitromicina,tutte le risposte indicate,E,Area Clinica 2016,medicina specialistica
484,la chetoacidosi diabetica è la conseguenza principale di:,diminuita secrezione di glucagone,aumento di uptake di glucosio nelle cellule,inibizione dell'utilizzo di corpi chetonici,aumento della lipolisi,diminuzione dei livelli ematici di glucosio,D,Area Preclinica 2016,fisiologia
202,la sindrome di peutz-jeghers è costituita dall'associazione di:,poliposi del tenue e pigmentazione melanica del viso,poliposi dello stomaco ed epiteliomi diffusi,carcinoma del tenue ed obliterazione dei seni paranasali,leiomioma del tenue e litiasi della colecisti,poliposi dello stomaco e litiasi della colecisti,A,Area Clinica 2016,chirurgia generale
547,i disaccaridi assunti con la dieta o quelli prodotti dalla digestione dei polisaccaridi,sono idrolizzati dall'amilasi salivare,vengono assorbiti come tali nell'intestino tenue,vengono idrolizzati a monosaccaridi tramite enzimi presenti nel succo pancreatico,vengono idrolizzati da enzimi specifici a livello dell'intestino tenue,"comprendono il lattosio, che se non idrolizzato dalla beta-galattosidasi, provoca galattosemia",D,Area Preclinica 2016,fisiologia
1817,quali sono i principali farmaci utilizzati nel controllo della broncocostrizione nei pazienti con asma cronico?,beta 2 agonisti a breve durata d'azione,beta 2 agonisti a lunga durata d'azione,teofillinici,corticosteroidi per via inalatoria,corticosteroidi per via sistemica,B,Area Clinica 2016,medicina specialistica
2446,"le seguenti manifestazioni cliniche di un'anemia da carenza di vit.b12 sono tutte reversibili con la somministrazione della vit b12, eccetto:",danno del midollo spinale,anemia,neutropenia,neuropatia periferica,trombocitopenia,A,Area Clinica 2016,medicina specialistica
3296,a quale fenomeno patologico è collegata l'assunzione con l'acqua di un eccesso di nitrati?,gozzo,saturnismo,ipertensione arteriosa,danni ai denti e alle ossa,nessuno di quelli indicati,E,Area Preclinica 2016,prevenzione e deontologia medica
1298,la sindrome di turner è determinata da:,monosomia del cromosoma x,trisomia del cromosoma x,trisomia del 21,trisomia del 13,disomia del cromosoma y,A,Area Preclinica 2016,fisiologia
745,il feedback glomerulo-tubulare consente di:,aumentare la pressione arteriosa,aumentare il volume del filtrato glomerulare in risposta agli aumenti della pressione arteriosa,mantenere costante la pressione arteriosa,mantenere costante il volume del filtrato glomerulare,aumentare l'osmolarità del filtrato glomerulare,D,Area Preclinica 2016,fisiologia
2762,le cellule interstiziali del leydig sono deputate alla produzione di:,spermatogeni,estrogeni,testosterone,mineralcorticoidi,glicocorticoidi,C,Area Clinica 2016,ostetricia e ginecologia
1410,il vitiligo si manifesta con:,chiazze scure dovute ad iperpigmentazione di aree cutanee,aree cutanee normocromiche intensamente pruriginose,chiazze chiare rispetto alla cute circostante,alterazione del derma edema papillare,lesioni cutanee rossastre,C,Area Preclinica 2016,fisiologia
556,quali dei seguenti effetti è stimolato dall'insulina:,la sintesi di glicogeno nelle cellule muscolari,la glicolisi nelle cellule muscolari,la degradazione di glicogeno,la respirazione ossidativa,la sintesi dei nucleotidi,A,Area Preclinica 2016,fisiologia
3140,quale delle seguenti neoplasie è quella che si manifesta meno frequentemente in un ragazzo di 13 anni?,neuroblastoma,tumore osseo maligno primitivo,leucemia,linfoma,sarcoma dei tessuti molli,A,Area Clinica 2016,pediatria
1429,il delirium tremens è associato caratteristicamente ai seguenti sintomi con la esclusione di:,bradicardia,tremore,vivide allucinazioni visive,disorientamento temporo spaziale,decorso di 3-7 giorni,A,Area Clinica 2016,medicina specialistica
2854,una donna di 50 anni lamenta sudorazione notturna e vampate di calore. la ricerca di quale tra le seguenti sostanze richiederesti per confermare la presenza di menopausa ?,lh,fsh,progesterone,prolattina,testosterone,B,Area Clinica 2016,ostetricia e ginecologia
2418,il coagulo e' formato prevalentemente da:,fattori c3a-c5a,collagene,laminina-proteoglicani,fibrina-fibronectina,trombina-collagene tipo i,D,Area Preclinica 2016,patologia
1897,a quale volume polmonare la distensibilità del polmone è minima?,in corrispondenza della capacità polmonare totale,in corrispondenza del volume residuo,in corrispondenza del volume di riserva inspiratoria,in corrispondenza del volume di riserva espiratoria,in corrisponenza della capacità vitale forzata,A,Area Clinica 2016,medicina specialistica
233,quale tra le seguenti non è una proprietà farmacologica dei barbiturici?,a basse dosi riducono la reazione a stimoli dolorosi,aumentano la durata totale del sonno e ne alterano le fasi,deprimono reversibilmente l'attività di tutti i tessuti eccitabili,hanno attività anestetica generale,possono sviluppare tolleranza farmacocinetica e/o farmacodinamica,A,Area Preclinica 2016,farmacologia
1739,il muscolo adduttore del pollice è innervato da:,il nervo ulnare,il nervo mediano,il nervo radiale,il nervo muscolo - cutaneo,il nervo adduttore,A,Area Preclinica 2016,morfologia
1728,"tutte le seguenti affermazioni riguardanti la malattia di menetrier sono corrette, tranne:",è una patologia dell'intestino tenue,è una patologia dello stomaco,può associarsi ad ipoalbuminemia,può dare un'anemia da sanguinamento occulto,la diagnosi è basata sull'esame endoscopico con prelievo bioptico,A,Area Clinica 2016,medicina specialistica
1428,da cosa è caratterizzato l'onirismo?,"confusione, iperattività, alterazioni affettive","lucidità, ipermnesie, lieve euforia","disforia, compulsioni, turbe del sonno","deliri di grandezza, insonnia, bulimia, ipermnesie","amnesia retrograda, razionalizzazione, repressioni",A,Area Clinica 2016,medicina specialistica
3078,la pubertà precoce vera presenta:,elevati livelli di gonadotropine,bassi livelli di gonadotropine,età ossea ritardata,ridotta velocità di crescita,tutte le caratteristiche indicate,A,Area Clinica 2016,pediatria
3240,in italia il controllo per la presenza del virus dell'epatite c nel sangue dei donatori si effettua obbligatoriamente dal:,1980,1985,1990,1995,1999,C,Area Preclinica 2016,prevenzione e deontologia medica
1576,quale nervo decorre nel tunnel carpale :,ascellare,mediano,ulnare,radiale,muscolocutaneo,B,Area Preclinica 2016,morfologia
2388,i corpi di aurer si trovano caratteristicamente:,nei linfoblasti,nei mielociti,nei mieloblasti,negli eritroblasti,nei linfociti,C,Area Clinica 2016,medicina specialistica
