id,question,A,B,C,D,E,answer,category,macro category
323,quale dei seguenti non e' un segno / sintomo caratteristico di carcinoma del retto?,tenesmo rettale,modificazioni dell'alvo,rettorragia,tumefazione palpabile all'esame obiettivo dell'addome,senso di peso da corpo estraneo in sede rettale,C,Area Clinica 2016,chirurgia generale
397,"la cardioversione elettrica sincronizzata non ha indicazioni in tutte le seguenti condizioni, tranne che:",nella tachicardia ventricolare senza polso,nella fibrillazione elettrica,nella blocco a-v di ii° a tipo mobitz ii,nella flutter atriale,nella dissociazione elettromeccanica,D,Area Clinica 2016,chirurgia generale
442,quale di queste malattie non e' un'indicazione di trapianto al polmone:,adenocarcinoma,linfangioleiomiomatosi,enfisema,istiocitosi x,fibrosi cistica,A,Area Clinica 2016,chirurgia specialistica
569,la calcitonina:,è un ormone steroideo,è sintetizzata dalle cellule c della paratiroide,è un ormone ipercalcemizzante,è secreta in seguito a ipercalcemia,è secreta in seguito a ipocalcemia,D,Area Clinica 2016,chirurgia specialistica
589,l'osteofitosi marginale è una caratteristica radiologica frequente in:,artrosi,artrite reumatoide,meniscopatia,osteoartrite,neoplasia dell'osso,A,Area Clinica 2016,chirurgia specialistica
646,quale delle seguenti costituiscono le raccomandazioni previste da linee guida internazionali,eseguire mammografia a iniziare dall'età di 40 anni,eseguire colonscopia ogni 5 anni a iniziare dagli anni 50,misurare la colesterolemia totale all'età di 35 anni,fare screening oftalmologico annuale a partire dall'età di 50 anni,misurare a tutti la pressione arteriosa una volta l'anno,E,Area Clinica 2016,medicina interna
647,nell'ali (acute lung injury) il rapporto pao2/fio2 (concentrazione di o2 nell'aria inspirata) è:,inferiore a 100,tra 100 e 150,tra 150 e 200,inferiore a 200,tra 200 e 300,E,Area Clinica 2016,medicina interna
659,da alcuni mesi salvatore lamenta dispnea per sforzi in precedenza ben tollerati (brevi rampi di scale) ; da qualche settimana si sveglia spesso di notte con la sensazione di mancanza d'aria. da qualche tempo dorme con due grossi cuscini. a quale delle seguenti sindromi corrisponde il il quadro clinico descritto?,insufficienza ventricolare sinistra,scompenso cardiaco destro,crisi di panico,asma bronchiale,insufficienza coronarica,A,Area Clinica 2016,medicina interna
672,pe eritema si intende:,arrossamento della cute che scompare alla pressione digitale,arrossamento della cute che non scompare alla pressione digitale,arrossamento della cute con vescicole,una rilevatezza della cute circoscritta con edema,arrossamento della cute con prurito intenso,A,Area Clinica 2016,medicina interna
680,quale segno non si rileva nella stenosi mitralica?,soffio diastolico con rinforzo presistolico,polso celere,accentuazione del ii tono alla punta,acentuazione del ii tono alle basi,schiocco di apertura,B,Area Clinica 2016,medicina interna
686,"tutte le seguenti affermazioni che riguardano l'asma bronchiale sono corrette, tranne:",è una malattia infiammatoria della mucosa bronchiale,è una malattia cronica con riacutizzazioni scatenate da fattori diversi,è una malattia caratterizzata da accessi di dispnea e senso di costrizione toraci,è una malattia caratterizzata da broncospasmo reversibile,è una malattia che inevitabilmente si associa a scompenso cardiaco,E,Area Clinica 2016,medicina interna
720,"un uomo di 30 anni si presenta al pronto soccorso con segni e sintomi compatibili con astinenza da eroina o altro oppioide. presenta tutti i seguenti sintomi/segni, tranne:",diarrea,dolore muscolare,miosi,ipertermia,rinorrea,C,Area Clinica 2016,medicina interna
739,"un giovane di 21 anni lamenta cefalea, polidipsia e poliuria : ha una ipopotassiemia ed elevati valori di renina plasmatica. la tac addominale dimostra la presenza di una massa di 2 cm adiacente o coinvolgente il polo superiore del rene destro; il sinistro è normale. la diagnosi più probabile è:",tumore delle cellule iuxtaglomerulari,carcinoma della corteccia surrenalica,feocromocitoma,aldosteronoma,carcinoma a cellula chiare,B,Area Clinica 2016,medicina interna
742,quale delle seguenti affermazioni è vera in un paziente con ipercalcemia da sarcoidosi?,la radiografia del torace è sempre normale,l'assorbimento intestinale di ca è aumentato,l'eliminazione urinaria di calcio è normale,i livelli di pth sierico sono elevati,è presente spesso ipogammaglobulinemia,B,Area Clinica 2016,medicina interna
764,in assenza di un accesso venoso durante l'arresto cardiaco l'adrenalina va somministrata per via,intracardiaca,endotracheale,intramuscolare,intradermica,sottocutanea,B,Area Clinica 2016,medicina interna
769,tutte le seguenti sono cause di ipokaliemia tranne:,terapia con farmaci inibitori dela sistema renina-angiotensina,alcalosi metaboliche,sindrome di cushing,vomito persistente,terapia duretica,A,Area Clinica 2016,medicina interna
775,l'uso non terapeutico di steroidi androgeni anabolizzanti può causare:,infertilità,tumori epatici bengigni ed epatocarcinomi,psicosi maniacodepressiva,ictus,tutte le altre risposte indicate,E,Area Clinica 2016,medicina interna
798,"nella sincope vaso-vagale tutti i seguenti sintomi sono presenti, tranne:",dolore anginoso,sudorazione,iperistalsi,bradicardia,vascocostrizione cutanea,A,Area Clinica 2016,medicina interna
808,"quali dei seguenti gruppi di farmaci antipertensivi e' piu' corretto utilizzare all'inizio della terapia in un paziente, uomo, di 45 anni, che non presenta altre comorbilita'?",i calcio antagonisti,gli ace-i,i satanici,i beta-bloccanti,e' indifferente la classe di farmaci scelta purche' si raggiungano i livelli pressori target,E,Area Clinica 2016,medicina interna
810,nell'ipealdosteronismo all'iposodiemia si associa:,ipocalciemia,ipokaliemia,ipekaliemia,ipercalciemia,nessuna delle altre risposte,C,Area Clinica 2016,medicina interna
822,"uomo di 55 anni, obeso e iperteso con valori pressori non ben controllati dalla terapia medica; quali esami di accertamento diagnostico eseguiresti in prima battuta?",ecografia dell'addome,polisonnografia dinamica,monitoraggio pressorio delle 24 ore,"solo ""a"" e ""c""",tutti,E,Area Clinica 2016,medicina interna
848,la prescrizione dei farmaci per indicazioni non previste in scheda tecnica è possibile?,mai,talvolta,sempre,è consentita purchè la loro efficacia e tollerabilità sia scientificamente documentata,è consentita purchè la loro efficacia e tollerabilità sia scientificamente documentata e solo dopo aver acquisito il consenso scritto del paziente adeguatamente informato.,E,Area Clinica 2016,medicina interna
850,l'appropriatezza clinica è:,la misura in cui un particolare intervento è sia efficace sia indicato per la persona che lo riceve,la misura delle giornate di degenza o dei livelli di effettuazione,il tempo dedicato per una prestazione,tutte le altre risposte indicate,nessuna delle risposte indicate,A,Area Clinica 2016,medicina interna
854,il medico può rifiutare una certificazione ad un cittadino?,sì,talvolta,"no, non può rifiutare di rilasciare direttamente al cittadino certificati relativi al suo stato di salute e deve redigere tale certificazione valutando e attestando soltanto dati clinici che abbia direttamente constatato.",sì se mmg,sì se pediatra,C,Area Clinica 2016,medicina interna
900,quale dei seguenti sintomi è comunemente presente nel cancro del colon discendente?,incontinenza,tenesmo,diarrea o pseudodiarrea,malassorbimento,dolore addominale di tipo peristaltico,E,Area Clinica 2016,medicina interna
1113,tra le radiazioni elettromagnetiche quelle dalla cui esposizione derivano maggiori rischi sono :,le radiazioni ultraviolette,i raggi gamma,i raggi x,le radiazione infrarosse,i raggi laser,C,Area Clinica 2016,medicina legale e sanità pubblica
1291,la paralisi periodica è caratterizzata da livelli intermittentemente:,elevati di fosfatasi acida,bassi di potassiemia,bassi di creatininemia,elevati di fosforemia,elevati di aminoacidemia,B,Area Clinica 2016,medicina specialistica
1356,qual'e' la localizzazione piu' frequente di una lesione luetica primaria nella donna?,superficie interna grandi labbra,orificio anale,portio,parete vaginale posteriore,superficie mediale coscia,A,Area Clinica 2016,medicina specialistica
1361,quale delle seguenti lesioni elementari si possono osservare nella scabbia umana?,comedoni,noduli,chiazze vitiliginoidee,porpora,scutuli,B,Area Clinica 2016,medicina specialistica
1624,soffio sistolico di rigurgito si rileva nella:,stenosi polmonare,insufficienza mitralica,insufficienza polmonare,stenosi aortica,stenosi tricuspidale,B,Area Clinica 2016,medicina specialistica
1634,l'insufficienza ventricolare destra è secondaria a quale delle seguenti?,stenosi dell'istmo dell'aorta,insufficienza valvolare aortica,stenosi valvolare aortica,sarcoidosi polmonare cronica,ipertensione arteriosa grave,D,Area Clinica 2016,medicina specialistica
1642,"nella caratterizzazione anatomo-patologica del morbo di crohn, quale tra le seguenti non e' una delle caratteristiche osservabili?",infiltrato granulocitario a livello dell'epitelio,cripte coliche irregolari e ramificate,ulcerazioni,infiammazione isolata dello strato epiteliale,granulomi non necrotizzanti,E,Area Clinica 2016,medicina specialistica
1663,"nella fisiopatologia degli eventi tromboembolici, viene considerata la cosiddetta ""triade di virchow"". quale tra i seguenti fattori ne fa parte?",riduzione delle resistenze periferiche,alterazione della pressione sistolica,riduzione del calibro vasale,aumento delle vldl,alterazione della parete vasale,E,Area Clinica 2016,medicina specialistica
1680,"osvaldo, anni 52-enne, ha una storia di diarrea e calo ponderale che si può far riferire a due anni prima. non c'è storia di sanguinamento gastroenterico ed una ricerca di sangue occulto fecale è risultata negativa su tre campioni. ammette di averci dato dentro con l'alcol in passato, ma da diversi anni è assolutamente astinente. ha un diabete, controllato con insulina. sei anni prima è stato colecistectomizzato. gli esami di laboratorio sono normali, se si fa eccezione per una lieve anemia, così come normali sono lo studio radiologico del piccolo e del grosso intestino. a questo punto, suggerireste:",ercp (colangiopancreatolografia retrograda per via endoscopica),biopsia digiunale,dosaggio dei grassi fecali,breath test per disaccaridi,colonscopia più biopsia,C,Area Clinica 2016,medicina specialistica
1732,il virus delta è un virus difettivo che per replicarsi ha bisogno di:,citomegalovirus,virus epatite b,virus epatite a,epstein-barr virus,epatite g,B,Area Clinica 2016,medicina specialistica
1734,l'emorragia da varici esofagee è una complicazione:,dell'ipertensione arteriosa,dell'ipertensione portale,dell'insufficienza cardiaca destra,della cachessia neoplastica,dell'insufficienza epatica,B,Area Clinica 2016,medicina specialistica
1744,nelle urine non si riscontra mai bilirubina indiretta perchè:,essa non è idrosolubile,il suo peso molecolare non ne consente la filtrazione glomerulare,essa è completamente riassorbita a livello tubulare,essa a contatto con l'aria subito si ossida,attivamente eliminata dal rene,A,Area Clinica 2016,medicina specialistica
1768,la sindrome di gilbert è caratterizzata da:,iperbilirubinemia indiretta a digiuno,iperbilirubinemia diretta a digiuno,ipertransaminasemia asintomatica,subittero e iperbilirubinemia diretta a digiuno,subittero e iperbilirubinemia indiretta a digiuno,A,Area Clinica 2016,medicina specialistica
1775,quale tra le le seguenti condizioni non rappresenta un fattore di rischio accertato per bpco (bronco pneumopatia cronica ostruttiva) ?,infezioni respiratorie ricorrenti,fumo di tabacco,inquinamento atmosferico,inquinamento sul luogo di lavoro,alcolismo cronico,E,Area Clinica 2016,medicina specialistica
1784,quali sono i componenti del sistema meccanico di difesa polmonare?,"sistema mucoregolatore, suddivisione dicotomica dei bronchi","architettura anatomica dicotomica, ipersecrezione di muco, epitelio prismatico con cilia vibratili","architettura anatomica dicotomica, sistema mucoregolatore, epitelio prismatico con cilia vibratili","architettura anatomica dicotomica, sistema mucoregolatore, epitelio cubico","architettura anatomica dicotomica, ipersecrezione di muco, epitelio cubico",C,Area Clinica 2016,medicina specialistica
1791,qual è la definizione di empiema pleurico?,raccolta di linfa nello spazio pleurico,raccolta di coaguli nello spazio pleurico in esiti di pneumonectomia,raccolta di materiale purulento nello spazio pleurico,raccolta di aria e sangue nello spazio pleurico,raccolta di siero nello spazio pleurico,C,Area Clinica 2016,medicina specialistica
1876,quali tra i seguenti istotipi del carcinoma polmonare è più frequente?,adenocarcinoma,carcinoide,carcinoma bronchioalveolare,condroma,adrioblastoma,A,Area Clinica 2016,medicina specialistica
2204,"nell'artrite reumatoide, oltre alle articolazioni, quale organo, tra quelli indicati, non è generalmente coinvolto ?",cute,polmoni,cuore,sistema nervoso,fegato,E,Area Clinica 2016,medicina specialistica
2207,"la lombalgia o la dorsalgia notturna, che sveglia il paziente verso le ultime ore della notte, indirizza verso la diagnosi di:",scoliosi,osteoartrosi,spondilolistesi,spondilite anchilosante,artrite reumatoide,D,Area Clinica 2016,medicina specialistica
2236,"tutti i seguenti sono elementi a favore di una diagnosi di osteoartrosi piuttosto che di artrite reumatoide, tranne:",interessamento poliarticolare,ves e pcr normali,presenza di noduli di heberden,presenza di osteofiti del ginocchio,rigidità mattutina di durata < 30 min,A,Area Clinica 2016,medicina specialistica
2237,quali sono le caratteristiche dell'iperpiressia del morbo di still?,febbricola serotina,"febbre elevata, intermittente, spesso accompagnata da un rash cutaneo fugace","febbre elevata, remittente",febbre ondulante,febbre continua,B,Area Clinica 2016,medicina specialistica
2258,l'alterazione oculare caratteristica della s. di sjogren è:,la cataratta,l'aumento della pressione endoculare,l'atrofia del nervo ottico,la cheratocongiuntivite secca,la iridociclite,D,Area Clinica 2016,medicina specialistica
2284,tutte le seguenti condizioni possono associarsi ad anemia tranne:,ipotiroidismo,sindrome di cushing,ipogonadismo,ipertiroidismo,iposideremia,B,Area Clinica 2016,medicina specialistica
2288,nel trattamento di un paziente diabetico sottoposto a intervento di chirurgia maggiore è importante:,non dare glucosio endovena,regolare la richiesta di insulina nel post-operatorio in base ai valori di glicemia e glicosuria,somministrare l'abituale dose insulinica,somministrare lattato m/6,tenerlo a digiuno per 3 giorni prima dell'intervento,B,Area Clinica 2016,medicina specialistica
2299,che cosa esprime la precisione di un dosaggio ormonale?,la concentrazione minima misurabile di un dato ormone,la capacità di un anticorpo di legarsi ad una data molecola,la riproducibilità nel riscontro dei valori di uno stesso campione ripetuto 10 volte,la differenza tra la concentrazione dell'ormone rilevata dal dosaggio e quella realmente presente,l'attendibilità clinica,C,Area Clinica 2016,medicina specialistica
2352,la pancreatite acuta può presentarsi in corso di:,ipercolesterolemia,ipertrigliceridemia,iperchilomicronemia,forma combinata,iper-hdl,C,Area Clinica 2016,medicina specialistica
2381,nel linfoma di hodgkin:,la prognosi è infausta nella maggior parte dei casi,le cellule neoplastiche sono numerose e derivano da precursori linfoidi t,la diagnosi deve sempre basarsi su un riscontro istologico,le indagini di stadiazione sono poco rilevanti,il mediastino è sempre coinvolto,C,Area Clinica 2016,medicina specialistica
2382,patogenesi dell'anemia nel kwasharkior:,carenza di rame,carenza di ferro,carenza di proteine,sanguinamenti ripetuti,sostituzione midollare da invasione metastatica,C,Area Clinica 2016,medicina specialistica
2388,i corpi di aurer si trovano caratteristicamente:,nei linfoblasti,nei mielociti,nei mieloblasti,negli eritroblasti,nei linfociti,C,Area Clinica 2016,medicina specialistica
2392,le anemie megaloblastiche sono caratterizzate da:,microcitosi delle emazie associata a carenza di folati e/o vitamina b12,carenza di folati e/o vitamina b12,reticolocitosi,ittero,megacolon tossico,B,Area Clinica 2016,medicina specialistica
2393,le cellule capellute hanno caratteristiche di:,linfociti t,linfociti b,basofili,monociti,granulociti,B,Area Clinica 2016,medicina specialistica
2399,il controllo della terapia eparinica va fatto con:,valutazione della piastrinemia,tempo di emorragia,prova del laccio,tempo di tromboplastina parziale,dosaggio del fibrinogeno,D,Area Clinica 2016,medicina specialistica
2418,quale delle seguenti condizioni si riscontra nella policitemia?,aumento del midollo osseo,emoviscosimetria normale,leucopenia,ipotensione sistemica,poliuria,A,Area Clinica 2016,medicina specialistica
2424,la resistenza globulare è aumentata nella:,anemia perniciosa,anemia ipocromica sideropenica,microcitemia,sarcoidosi,sferocitosi ereditaria,C,Area Clinica 2016,medicina specialistica
2425,la leucemia linfatica cronica è:,una malattia indolente da accumulo di linfociti b policlonali,una malattia indolente da moderata linfopenia,una malattia indolente da accumulo di plasmacellule,una malattia indolente da accumulo di linfociti b monoclonali,una malattia indolente caratterizzata dalla presenza del cromosoma ph,D,Area Clinica 2016,medicina specialistica
2434,"un paziente con deficit di glucosio-6- fosfato deidrogenasi (g-6-pd) deve evitare tutto ciò che segue, tranne:",cefalotina,chinina,clorochina,fave,sulfamidici,A,Area Clinica 2016,medicina specialistica
2446,"le seguenti manifestazioni cliniche di un'anemia da carenza di vit.b12 sono tutte reversibili con la somministrazione della vit b12, eccetto:",danno del midollo spinale,anemia,neutropenia,neuropatia periferica,trombocitopenia,A,Area Clinica 2016,medicina specialistica
2459,quale delle seguenti condizioni non si associa ad un prolungamento del tempo di emorragia:,uremia,piastrinopenia grave,mieloma multiplo,emofilia,malattia di von willebrand,D,Area Clinica 2016,medicina specialistica
2461,la splenomegalia è di frequente riscontro alla diagnosi in corso di:,mieloma multiplo,micosi fungoide,anemia aplastica,leucemia mieloide cronica,emofilia,D,Area Clinica 2016,medicina specialistica
2512,il dotto parotideo (di stenone) sbocca a livello del colletto del:,ii molare superiore,i premolare superior,ii premolare superiore,i molare inferiore,iii molare inferiore,C,Area Clinica 2016,organi di senso
2614,"la tonsillite ""pseudomembranosa"" si osserva, oggi, nell'ambito di quale quadro morboso:",morbillo,mononucleosi infettiva,insufficienza renale,morbo di basedow,sinusite mascellare,A,Area Clinica 2016,organi di senso
2708,quale delle seguenti cndizioni non è associata con abnormi livelli materni di alfa-fetoprotein?,malattia epatica materna,gravidanza multipla,morte fetale intrauterina,nefrosi congenita fetale,idrocefalo fetale,E,Area Clinica 2016,ostetricia e ginecologia
2710,quale dei seguenti valori fisiologici o di laboratorio non diminuisce nel secondo trimestre di una gravidanza normale?,frequenza cardiaca,ematocrito,velocità di eritrosedimentazione,sodiemia,volume respiratorio minuto,B,Area Clinica 2016,ostetricia e ginecologia
2717,quale delle seguenti non è caratteristico dell'iperemesi di gravidanza?,ipokalemia,perdita di peso,chetonemia,nausea e vomito,acidosi metabolica,E,Area Clinica 2016,ostetricia e ginecologia
2762,le cellule interstiziali del leydig sono deputate alla produzione di:,spermatogeni,estrogeni,testosterone,mineralcorticoidi,glicocorticoidi,C,Area Clinica 2016,ostetricia e ginecologia
2786,"tutti i seguenti valori fisiologici o di laboratorio subiscono variazioni nel secondo trimestre di una gravidanza normale, tranne:",frequenza cardiaca,ematocrito,velocita di eritrosedimentazione,sodiemia,volume respiratorio minuto,D,Area Clinica 2016,ostetricia e ginecologia
2900,quale delle seguenti è caratteristico di un soffio innocente all'ascoltazione?,è protomesosistolico,è continuo,è mesotelesistolico,è diastolico in posizione supina,è presente solo dopo sforzo fisico,A,Area Clinica 2016,pediatria
2934,quale dei seguenti non si verifica in una anemia da carena di vitamin b12?,eritrociti diminuiti,hb diminuita,neutrofili polisegmentati,valore globulare diminuito,reticolociti aumentati,D,Area Clinica 2016,pediatria
2988,qual è la più frequente causa di ipoglicemia in un bambino di età < 1 anno:,iperinsulinismo,ipopituitarismo,ipoglicemia chetotica,deficit enzimatico della neoglucogenesi,malassorbimento,A,Area Clinica 2016,pediatria
2989,"tutte le seguenti affermazioni sul calo ponderale nei primi giorni di vita sono corrette, tranne:",può essere anche del 15% nel pretermine,e' dovuto alla abbondante perdita di meconio e di liquidi,e' dovuto alla relativa carenza calorica dei primi 2-3 giorni,il peso della nascita deve essere recuperato entro il 5° giorno di vita*,si considera fisiologico un calo fino a circa il 10% del peso della nascita,D,Area Clinica 2016,pediatria
2991,"l'emocromo di un paziene mostra un basso volume corpuscolare, ed una bassa conta dei reticolociti. quale delleseguenti diagnosi è la più probabile?",talassemia major,anemia sideropenica,anemia da malattia cronica,trait talassemico,anemia da carenza di acido folico,B,Area Clinica 2016,pediatria
3042,"tutte le seguenti tecniche vengono utilizzate nella valutazione diagnostica del reflusso gastro-esofageo, tranne:",pasto baritato,manometria esofagea,phmetria esofagea,scintigrafia con tecnezio marcato,breath test all'urea,E,Area Clinica 2016,pediatria
3045,il diverticolo di meckel e' situato:,nel retto,nell'ileo a 20-60 cm dalla valvola ileocecale,nell'ileo a 120 cm dalla valvola ileocecale,nel colon,nell'esofago,B,Area Clinica 2016,pediatria
3056,quale delle seguenti affermazioni sull'artrite reumatoide giovanile è corretta:,la forma pauciarticolare di tipo ii è la più frequente,il morbo di still è più frequente nelle femmine,l'iridociclite è molto frequente nella poliarticolare,la pauciarticolare di tipo ii è associata ad hlab27,la sacroileite è frequente nella poliartiarticolare con fattore reumatoide positivo,D,Area Clinica 2016,pediatria
3089,che cosa è la malattia celiaca?,un intolleranza permanente al glutine,un'intolleranza transitoria al glutine,un'ipersensibilità al glutine,un'intolleranza secondaria al glutine,un'intolleranza permanente al riso,A,Area Clinica 2016,pediatria
3090,a quale età si pratica la vaccinazione anti-papillomavirus?,nel 6° anno di vita,nel 12° anno di vita,nell'8° anno di vita,alla nascita,nel 10° anno di vita,A,Area Clinica 2016,pediatria
3091,quale sierotipo di meningococco non è ancora presente nei vaccini in commercio?,c,a,w-135,y,b,E,Area Clinica 2016,pediatria
3097,quando un neonato si definisce di peso estremamente basso (elbw?),al di sotto di 2500 grammi,al di sotto di 2000 grammi,al di sotto di 1500 grammi,al di sotto di 1000 grammi,al di sotto di 500 grammi,D,Area Clinica 2016,pediatria
3098,quali sono le vaccinazioni ancora obbligatorie?,"polio, difterite, tetano, epatite b","polio,pertosse,tetano, epatite b","polio, difterite, morbillo, epatite b","polio, difterite, tetano, parotite","polio, difterite, rosolia, epatite b",A,Area Clinica 2016,pediatria
3112,"un ragazzo di 14 mesi presenta eczema grave, una storia di otiti ricorrenti ed infezioni dei seni e trombocitopenia. quale delle seguenti e' la modalita' ereditaria di questa patologia?",legata al cromosoma x,autosomica dominante,autosomica recessiva,mutazione random (casuale),multifattoriale,B,Area Clinica 2016,pediatria
3119,"una ragazza di 12 anni sviluppa ittero, tremori progressivi e labilita' emotiva. quale delle seguenti piu' probabilmente potresti trovare nel corso dell'esame obiettivo?",circonferenza cranica maggiore del 95mo percentile,discolorazione marrone della regione limbica della cornea,sordita' di trasmissione bilaterale,linfoadenopatia generalizzata,un ciuffo di capelli e fovea sacrale,B,Area Clinica 2016,pediatria
3137,quale delle seguenti dichiarazioni riguardanti le masse del collo in un bambino è falsa?,può essere dovuta ad anomalie tiroidee,"se la massa si alza con la protrusione della lingua, potrebbe rappresentare una cisti del dotto tireoglosso",se si trova nella linea mediana è difficile che rappresenti una cisti da schisi branchiale,può essere dovuta ad una linfoadenite,ha una più alta possibilità di essere maligna rispetto ad una massa del collo in un adulto,D,Area Clinica 2016,pediatria
3148,a che età dovrebbe essere eseguito l test ti guthrie?,al momento della nascita,a 7 giorni,a 14 giorni,a 2 mesi,a 3 mesi,B,Area Clinica 2016,pediatria
3171,"una ragazza di 4 anni presenta pallore, irritabilità, distensione addominale e diarrea grassa. l'esame ematico mostra sia un'anemia macrocitica che microcitica. quale delle seguenti sarebbe l'indagine prossima più utile?",esame del sudore,radiografia dell'addome,breath test,anticorpi antiendomisio,ecografia addominale,D,Area Clinica 2016,pediatria
3211,quale tra i seguenti parametri di laboratorio puo' essere spia di disfunzione tiroidea?,sideremia,creatininemia,colesterolemia,azotemia,latticodeidrogenasi (ldh),C,Area Clinica 2016,radiologia e diagnostica
3221,nella stadiazione locale del tumore del polmone qual e' l'indagine radiologica piu' indicata?,scintigrafia polmonare,tc torace senza mezzo di contrasto,broncoscopia,rx torace,tc torace con mezzo di contrasto,E,Area Clinica 2016,radiologia e diagnostica
3229,paziente con metastasi osteo-addensanti. quale indagine permette una migliore valutazione della estensione della malattia scheletrica?,tc senza mezzo di contrasto total body,tc con mezzo di contrasto total body,scintigrafia ossea scheletrica,rm rachide lombosacrale,moc (mineralometria ossea computerizzata),C,Area Clinica 2016,radiologia e diagnostica
3233,"nel paziente con colica renale acuta, qual e' l'indagine di primo livello?",pielo-rm,uro-rm,ecografia renale e vie urinarie,uro-tc,urografia,C,Area Clinica 2016,radiologia e diagnostica
3237,nel sospetto di malattia infiammatoria cronica intestinale qual e' l'indagine strumentale che consente di poter effettuare una diagnosi di certezza?,entero-rm,rx apparato digerente,entero-tc,colonsigmoidoscopia,ecografia con mdc orale,D,Area Clinica 2016,radiologia e diagnostica
3238,"nel sospetto clinico di embolia polmonare, qual e' l'esame strumentale che consente una diagnosi di certezza?",rx torace,tc torace smdc,angio-tc torace,ecografia trans-esofagea,ecocardiografia,C,Area Clinica 2016,radiologia e diagnostica
3246,la colangio- rm:,richiede l'uso del mezzo di contrasto,non necessita di norma dell'uso del mezzo di contrasto,necessita la cateterizzazione delle vie biliari,presenta rischi di radiazioni x,necessita di anestesia generale,B,Area Clinica 2016,radiologia e diagnostica
3265,l'approccio diagnostico ad un paziente con ematemesi dovrebbe essere eseguito con:,rx apparato digerente con doppio mezzo di contrasto,rx apparato digerente con mezzo di contrasto idrosolubile,rx dell'addome a vuoto,ecografia dell'addome superiore,endoscopia,E,Area Clinica 2016,radiologia e diagnostica
