id1,id2,category1,category2,c1,c2,question1,question2,similarity
1680,1669,Area Clinica 2016,Area Clinica 2017,"osvaldo, anni 52-enne, ha una storia di diarrea e calo ponderale che si può far riferire a due anni prima. non c'è storia di sanguinamento gastroenterico ed una ricerca di sangue occulto fecale è risultata negativa su tre campioni. ammette di averci dato dentro con l'alcol in passato, ma da diversi anni è assolutamente astinente. ha un diabete, controllato con insulina. sei anni prima è stato colecistectomizzato. gli esami di laboratorio sono normali, se si fa eccezione per una lieve anemia, così come normali sono lo studio radiologico del piccolo e del grosso intestino. a questo punto, suggerireste: ercp (colangiopancreatolografia retrograda per via endoscopica) biopsia digiunale dosaggio dei grassi fecali breath test per disaccaridi colonscopia più biopsia","osvaldo, anni 52, ha una storia di diarrea e calo ponderale che si può far riferire a due anni prima. non c'è storia di sanguinamento gastroenterico ed una ricerca di sangue occulto fecale è risultata negativa su tre campioni. ammette di averci dato dentro con l'alcol in passato, ma da diversi anni è assolutamente astinente. ha un diabete, controllato con insulina. sei anni prima è stato colecistectomizzato. gli esami di laboratorio sono normali, se si fa eccezione per una lieve anemia, così come normali sono lo studio radiologico del piccolo e del grosso intestino. a questo punto, suggerireste: ercp (colangiopancreatolografia retrograda per via endoscopica) biopsia digiunale dosaggio dei grassi fecali breath test per disaccaridi colonscopia più biopsia","osvaldo, anni 52-enne, ha una storia di diarrea e calo ponderale che si può far riferire a due anni prima. non c'è storia di sanguinamento gastroenterico ed una ricerca di sangue occulto fecale è risultata negativa su tre campioni. ammette di averci dato dentro con l'alcol in passato, ma da diversi anni è assolutamente astinente. ha un diabete, controllato con insulina. sei anni prima è stato colecistectomizzato. gli esami di laboratorio sono normali, se si fa eccezione per una lieve anemia, così come normali sono lo studio radiologico del piccolo e del grosso intestino. a questo punto, suggerireste:","osvaldo, anni 52, ha una storia di diarrea e calo ponderale che si può far riferire a due anni prima. non c'è storia di sanguinamento gastroenterico ed una ricerca di sangue occulto fecale è risultata negativa su tre campioni. ammette di averci dato dentro con l'alcol in passato, ma da diversi anni è assolutamente astinente. ha un diabete, controllato con insulina. sei anni prima è stato colecistectomizzato. gli esami di laboratorio sono normali, se si fa eccezione per una lieve anemia, così come normali sono lo studio radiologico del piccolo e del grosso intestino. a questo punto, suggerireste:",0.9894905611175523
1791,1776,Area Clinica 2016,Area Clinica 2018,qual è la definizione di empiema pleurico? raccolta di linfa nello spazio pleurico raccolta di coaguli nello spazio pleurico in esiti di pneumonectomia raccolta di materiale purulento nello spazio pleurico raccolta di aria e sangue nello spazio pleurico raccolta di siero nello spazio pleurico,indicare la corretta definizione di empiema pleurico. raccolta di linfa nello spazio pleurico raccolta di coaguli nello spazio pleurico in esiti di pneumonectomia raccolta di materiale purulento nello spazio pleurico raccolta di aria e sangue nello spazio pleurico raccolta di siero nello spazio pleurico,qual è la definizione di empiema pleurico?,indicare la corretta definizione di empiema pleurico.,0.9881412457664736
1423,1511,Area Clinica 2016,Area Clinica 2016,l'abuso alcolico cronico può portare alla: demenza praecox nevrosi d'ansia schizofrenia demenza nessuna delle risposte,l'abuso alcolico cronico può portare a: demenza praecox nevrosi d'ansia demenza schizofrenia nessuna delle altre risposte indicate,l'abuso alcolico cronico può portare alla:,l'abuso alcolico cronico può portare a:,0.9878830388370478
2258,2245,Area Clinica 2016,Area Clinica 2017,l'alterazione oculare caratteristica della s. di sjogren è: la cataratta l'aumento della pressione endoculare l'atrofia del nervo ottico la cheratocongiuntivite secca la iridociclite,l'alterazione oculare caratteristica della sindrome di sjogren è: la cataratta l'aumento della pressione endoculare l'atrofia del nervo ottico la cheratocongiuntivite secca la iridociclite,l'alterazione oculare caratteristica della s. di sjogren è:,l'alterazione oculare caratteristica della sindrome di sjogren è:,0.987841097912652
267,265,Area Clinica 2016,Area Clinica 2017,un episodio di melena in un paziente portatore di un by-pass aorto-bi-femorale deve far sospettare come piu' probabile quale delle seguenti: un'ulcera da stress una fistola aorto-duodenale infarto mesenterico altra patologia emorragica gastro-enterica diverticolo di meckel,un episodio di melena in un paziente portatore di un by-pass aorto-bi-femorale deve far sospettare come piu' probabile quale delle seguenti cause: un'ulcera da stress una fistola aorto-duodenale infarto mesenterico altra patologia emorragica gastro-enterica diverticolo di meckel,un episodio di melena in un paziente portatore di un by-pass aorto-bi-femorale deve far sospettare come piu' probabile quale delle seguenti:,un episodio di melena in un paziente portatore di un by-pass aorto-bi-femorale deve far sospettare come piu' probabile quale delle seguenti cause:,0.9874683225347973
3045,3028,Area Clinica 2016,Area Clinica 2017,il diverticolo di meckel e' situato: nel retto nell'ileo a 20-60 cm dalla valvola ileocecale nell'ileo a 120 cm dalla valvola ileocecale nel colon nell'esofago,il diverticolo di meckel e' situato: nel retto nell'ileo a 60 cm dalla valvola ileocecale nell'ileo a 120 cm dalla valvola ileocecale nel colon nell'esofago,il diverticolo di meckel e' situato:,il diverticolo di meckel e' situato:,0.9872332833075802
656,650,Area Clinica 2016,Area Clinica 2019,"alberto ha 41 anni, è sempre stato bene fino a 5 giorni orsono quando è comparso dolore puntorio al terzo inferiore dell'emitorace destro, accentuato dall'inspirazione profonda, tosse e febbre. regolari frequenza e ritmo cardiaci, non soffi o toni aggiunti. non turgore venoso giugulare. dopo qualche giorno il dolore all'emitorace si attenua e l'esame fisico evidenzia riduzione del fvt, ottusità e riduzione dei suoni respiratori all'emitorace destro; l'emitorace sinistro è normale. con quale condizione patologica è compatibile l'obiettività fisica descritta? pneumotorace embolia polmonare empiema pleurico versamento pleurico broncopolmonite","alberto ha 41 anni, è sempre stato bene fino a 5 giorni orsono quando è comparso dolore puntorio al terzo inferiore dell'emitorace destro, accentuato dall'inspirazione profonda, tosse e febbre. regolari frequenza e ritmo cardiaco, non soffi o toni aggiunti. non turgore venoso giugulare. dopo qualche giorno il dolore all'emitorace si attenua e l'esame fisico evidenzia riduzione del fvt, ottusità e riduzione dei suoni respiratori all'emitorace destro; l'emitorace sinistro è normale. con quale condizione patologica è compatibile l'obiettività fisica descritta? pneumotorace embolia polmonare empiema pleurico versamento pleurico broncopolmonite","alberto ha 41 anni, è sempre stato bene fino a 5 giorni orsono quando è comparso dolore puntorio al terzo inferiore dell'emitorace destro, accentuato dall'inspirazione profonda, tosse e febbre. regolari frequenza e ritmo cardiaci, non soffi o toni aggiunti. non turgore venoso giugulare. dopo qualche giorno il dolore all'emitorace si attenua e l'esame fisico evidenzia riduzione del fvt, ottusità e riduzione dei suoni respiratori all'emitorace destro; l'emitorace sinistro è normale. con quale condizione patologica è compatibile l'obiettività fisica descritta?","alberto ha 41 anni, è sempre stato bene fino a 5 giorni orsono quando è comparso dolore puntorio al terzo inferiore dell'emitorace destro, accentuato dall'inspirazione profonda, tosse e febbre. regolari frequenza e ritmo cardiaco, non soffi o toni aggiunti. non turgore venoso giugulare. dopo qualche giorno il dolore all'emitorace si attenua e l'esame fisico evidenzia riduzione del fvt, ottusità e riduzione dei suoni respiratori all'emitorace destro; l'emitorace sinistro è normale. con quale condizione patologica è compatibile l'obiettività fisica descritta?",0.9866320462953947
672,667,Area Clinica 2016,Area Clinica 2017,pe eritema si intende: arrossamento della cute che scompare alla pressione digitale arrossamento della cute che non scompare alla pressione digitale arrossamento della cute con vescicole una rilevatezza della cute circoscritta con edema arrossamento della cute con prurito intenso,per eritema si intende: arrossamento della cute che scompare alla pressione digitale arrossamento della cute che non scompare alla pressione digitale arrossamento della cute con vescicole una rilevatezza della cute circoscritta con edema arrossamento della cute con prurito intenso,pe eritema si intende:,per eritema si intende:,0.9861249932309096
94,93,Area Clinica 2016,Area Clinica 2019,"quale dei seguenti esami è prioritario, di pronta realizzazione ed efficacia diagnostica in un paziente con ittero a recente insorgenza, prurito, dolori all'ipocondrio destro e dispepsia? colecistografia per os colangiografia endovenosa colangio risonanza magnetica nucleare radiografia dell'addome ecografia epato-bilio-pancreatica, eventualmente seguita da colangio-pancreatografia retrograda endoscopica","quale dei seguenti esami è prioritario, di pronta realizzazione ed efficacia diagnostica in un paziente con ittero a recente insorgenza, prurito, dolori all'ipocondrio destro e dispepsia? colecistografia per os colangiografia endovenosa colangio risonanza magnetica radiografia dell'addome ecografia epato-bilio-pancreatica, eventualmente seguita da colangio-pancreatografia retrograda endoscopica","quale dei seguenti esami è prioritario, di pronta realizzazione ed efficacia diagnostica in un paziente con ittero a recente insorgenza, prurito, dolori all'ipocondrio destro e dispepsia?","quale dei seguenti esami è prioritario, di pronta realizzazione ed efficacia diagnostica in un paziente con ittero a recente insorgenza, prurito, dolori all'ipocondrio destro e dispepsia?",0.9848512858286808
3229,3200,Area Clinica 2016,Area Clinica 2018,paziente con metastasi osteo-addensanti. quale indagine permette una migliore valutazione della estensione della malattia scheletrica? tc senza mezzo di contrasto total body tc con mezzo di contrasto total body scintigrafia ossea scheletrica rm rachide lombosacrale moc (mineralometria ossea computerizzata),quale indagine permette una migliore valutazione della estensione della malattia scheletrica in caso di metastasi ossee osteo addensanti? tc senza mezzo di contrasto total body tc con mezzo di contrasto total body scintigrafia ossea scheletrica rm rachide lombosacrale moc (mineralometria ossea computerizzata),paziente con metastasi osteo-addensanti. quale indagine permette una migliore valutazione della estensione della malattia scheletrica?,quale indagine permette una migliore valutazione della estensione della malattia scheletrica in caso di metastasi ossee osteo addensanti?,0.9845570500193479
707,701,Area Clinica 2016,Area Clinica 2019,"un uomo di 39 anni lamenta un dolore al fianco sinistro qualche ora dopo in trauma contusivo all'ipocondrio sinistro. l'esame fisico risulta normale. la pressione arteriosa risulta 100/65 mmhg, la frequenza del polso è 86/min. l'esame delle urine evidenzia la presenza di 6-7 emazie per campo. la decisione successiva più adeguata è: ecografia renale urografia vigile attesa tac scintigrafia","un uomo di 39 anni lamenta un dolore al fianco sinistro qualche ora dopo un trauma contusivo all'ipocondrio sinistro. l'esame fisico risulta normale. la pressione arteriosa risulta 100/65 mmhg, la frequenza del polso è 86/min. l'esame delle urine evidenzia la presenza di 6-7 emazie per campo. la decisione successiva più adeguata è: ecografia renale urografia vigile attesa tc scintigrafia","un uomo di 39 anni lamenta un dolore al fianco sinistro qualche ora dopo in trauma contusivo all'ipocondrio sinistro. l'esame fisico risulta normale. la pressione arteriosa risulta 100/65 mmhg, la frequenza del polso è 86/min. l'esame delle urine evidenzia la presenza di 6-7 emazie per campo. la decisione successiva più adeguata è:","un uomo di 39 anni lamenta un dolore al fianco sinistro qualche ora dopo un trauma contusivo all'ipocondrio sinistro. l'esame fisico risulta normale. la pressione arteriosa risulta 100/65 mmhg, la frequenza del polso è 86/min. l'esame delle urine evidenzia la presenza di 6-7 emazie per campo. la decisione successiva più adeguata è:",0.9844450719050035
